rank,school,conf,astcoach,schoolpay,otherpay,totalpay,maxbonus,stafftotal,category,complete,proportion
1,Texas A&M,SEC,John Chavis,1558000.0,,1558000.0,180000.0,4811000.0,Power Five,yes,0.3238411972562877
2,Clemson,ACC,Brent Venables,1431250.0,,1431250.0,95000.0,5390417.0,Power Five,yes,0.2655174915039041
3,Alabama,SEC,Lane Kiffin,1400000.0,,1400000.0,306000.0,5320000.0,Power Five,yes,0.2631578947368421
4,LSU,SEC,Dave Aranda,1315000.0,,1315000.0,125000.0,5781500.0,Power Five,yes,0.2274496238000519
5,Louisville,ACC,Todd Grantham,1300000.0,2000.0,1302000.0,108333.0,3839500.0,Power Five,yes,0.3385857533533012
6,LSU,SEC,Cam Cameron,1200000.0,11000.0,1211000.0,125000.0,5781500.0,Power Five,yes,0.20755859206088387
7,Baylor,Big 12,Phil Bennett,1199848.0,2250.0,1202098.0,,,Power Five,no,
8,Tennessee,SEC,Bob Shoop,1155000.0,0.0,1155000.0,276000.0,4545700.0,Power Five,yes,0.2540862793409156
9,Notre Dame,Ind.,Brian VanGorder,1106156.0,0.0,1106156.0,,,Others,yes,
10,Auburn,SEC,Kevin Steele,1100000.0,0.0,1100000.0,102500.0,4456250.0,Power Five,yes,0.24684431977559607
11,Florida,SEC,Geoff Collins,1051500.0,0.0,1051500.0,236000.0,4530709.0,Power Five,yes,0.23208288150927373
12,Alabama,SEC,Jeremy Pruitt,1000000.0,,1000000.0,220000.0,5320000.0,Power Five,yes,0.18796992481203006
13,Texas A&M,SEC,Noel Mazzone,965000.0,,965000.0,144000.0,4811000.0,Power Five,yes,0.20058199958428602
14,Virginia Tech,ACC,Bud Foster,925000.0,11000.0,936000.0,92500.0,3359000.0,Power Five,yes,0.27537957725513545
15,Oklahoma,Big 12,Mike Stoops,900000.0,5400.0,905400.0,119000.0,4390900.0,Power Five,yes,0.20496936846660138
16,Oklahoma,Big 12,Lincoln Riley,900000.0,5000.0,905000.0,119000.0,4390900.0,Power Five,yes,0.20496936846660138
17,Michigan,Big Ten,Don Brown,880000.0,,880000.0,141667.0,4308750.0,Power Five,yes,0.20423556715984914
18,Georgia,SEC,Jim Chaney,850000.0,,850000.0,225000.0,4675000.0,Power Five,yes,0.18181818181818182
19,Michigan,Big Ten,Tim Drevno,850000.0,,850000.0,133333.0,4308750.0,Power Five,yes,0.19727299100667248
20,Texas,Big 12,Sterlin Gilbert,850000.0,0.0,850000.0,185000.0,4546250.0,Power Five,yes,0.18696728072587296
21,Georgia,SEC,Mel Tucker,850000.0,,850000.0,225000.0,4675000.0,Power Five,yes,0.18181818181818182
22,Florida State,ACC,Charles Kelly,833000.0,,833000.0,146333.0,4586000.0,Power Five,yes,0.18163977322285216
23,Arkansas,SEC,Robb Smith,825000.0,2000.0,827000.0,266667.0,3893100.0,Power Five,yes,0.21191338522000464
24,Texas,Big 12,Vance Bedford,800000.0,625.0,800625.0,185000.0,4546250.0,Power Five,yes,0.17596920538905692
25,Mississippi,SEC,Dave Wommack,800000.0,0.0,800000.0,96000.0,4261700.0,Power Five,yes,0.18771851608513035
26,UCLA,Pac-12,Adrian Klemm,760000.0,0.0,760000.0,100000.0,3955000.0,Power Five,yes,0.19216182048040456
27,Ohio State,Big Ten,Luke Fickell,754500.0,0.0,754500.0,286875.0,4583100.0,Power Five,yes,0.1646265628068338
28,West Virginia,Big 12,Tony Gibson,750000.0,300.0,750300.0,67500.0,2686025.0,Power Five,yes,0.2792230154224179
29,Georgia Tech,ACC,Ted Roof,750000.0,,750000.0,112500.0,2534515.0,Power Five,yes,0.2959146029911048
30,South Carolina,SEC,Travaris Robinson,750000.0,0.0,750000.0,115000.0,3952400.0,Power Five,yes,0.18975812164760653
31,Arkansas,SEC,Dan Enos,725000.0,2000.0,727000.0,233333.0,3893100.0,Power Five,yes,0.18622691428424648
32,Michigan,Big Ten,Jedd Fisch,700000.0,,700000.0,116667.0,4308750.0,Power Five,yes,0.1624601102407891
33,Missouri,SEC,Josh Heupel,700000.0,,700000.0,211000.0,3801800.0,Power Five,yes,0.1841233100110474
34,South Carolina,SEC,Kurt Roper,700000.0,0.0,700000.0,115000.0,3952400.0,Power Five,yes,0.17710758020443276
35,Mississippi,SEC,Dan Werner,670000.0,500.0,670500.0,80400.0,4261700.0,Power Five,yes,0.15721425722129667
36,Ohio State,Big Ten,Ed Warinner,654500.0,0.0,654500.0,248625.0,4583100.0,Power Five,yes,0.1428072701883005
37,Georgia,SEC,Sam Pittman,650000.0,,650000.0,210000.0,4675000.0,Power Five,yes,0.13903743315508021
38,Illinois,Big Ten,Garrick McGee,650000.0,,650000.0,273000.0,3245000.0,Power Five,yes,0.20030816640986132
39,Kentucky,SEC,Eddie Gran,650000.0,0.0,650000.0,108333.0,3403900.0,Power Five,yes,0.1909574311818796
40,Arizona State,Pac-12,Chip Lindsey,650000.0,0.0,650000.0,488000.0,3255000.0,Power Five,yes,0.19969278033794163
41,Clemson,ACC,Tony Elliott,643750.0,,643750.0,95000.0,5390417.0,Power Five,yes,0.11942489792533675
42,Clemson,ACC,Jeff Scott,643750.0,,643750.0,95000.0,5390417.0,Power Five,yes,0.11942489792533675
43,Mississippi State,SEC,Peter Sirmon,635000.0,0.0,635000.0,52083.0,3295000.0,Power Five,yes,0.19271623672230653
44,Iowa,Big Ten,Phil Parker,625000.0,0.0,625000.0,0.0,3610000.0,Power Five,yes,0.1731301939058172
45,Iowa,Big Ten,Greg Davis,625000.0,0.0,625000.0,0.0,3610000.0,Power Five,yes,0.1731301939058172
46,LSU,SEC,Ed Orgeron,610000.0,11000.0,621000.0,75000.0,5781500.0,Power Five,yes,0.10550895096428263
47,Louisville,ACC,Chris Klenakis,607500.0,3000.0,610500.0,0.0,3839500.0,Power Five,yes,0.1582237270477927
48,Louisville,ACC,Lonnie Galloway,607500.0,,607500.0,0.0,3839500.0,Power Five,yes,0.1582237270477927
49,Ohio State,Big Ten,Tim Beck,604500.0,0.0,604500.0,229500.0,4583100.0,Power Five,yes,0.13189762387903384
50,Oregon,Pac-12,Matt Lubick,603600.0,0.0,603600.0,300000.0,3622484.0,Power Five,yes,0.16662599475939716
51,Auburn,SEC,Rodney Garner,600000.0,1500.0,601500.0,177500.0,4456250.0,Power Five,yes,0.13464235624123422
52,Washington,Pac-12,Pete Kwiatkowski,600000.0,1500.0,601500.0,96000.0,3553578.0,Power Five,yes,0.1688439088715655
53,Auburn,SEC,Rhett Lashlee,600000.0,1500.0,601500.0,190000.0,4456250.0,Power Five,yes,0.13464235624123422
54,Missouri,SEC,DeMontie Cross,600000.0,,600000.0,183000.0,3801800.0,Power Five,yes,0.1578199800094692
55,Ohio State,Big Ten,Greg Schiano,600000.0,0.0,600000.0,229500.0,4583100.0,Power Five,yes,0.13091575571119984
56,Georgia,SEC,James Coley,600000.0,,600000.0,195000.0,4675000.0,Power Five,yes,0.12834224598930483
57,Oklahoma State,Big 12,Glenn Spencer,600000.0,,600000.0,216667.0,3283999.0,Power Five,yes,0.18270407512304357
58,California,Pac-12,Art Kaufman,590000.0,3000.0,593000.0,70000.0,2675600.0,Power Five,yes,0.22051128718792046
59,Florida State,ACC,Rick Trickett,592000.0,,592000.0,103667.0,4586000.0,Power Five,yes,0.12908853030963802
60,Florida State,ACC,Randy Sanders,592000.0,,592000.0,106167.0,4586000.0,Power Five,yes,0.12908853030963802
61,Maryland,Big Ten,Andy Buh,587500.0,,587500.0,65000.0,2907500.0,Power Five,yes,0.20206362854686155
62,Nebraska,Big Ten,Mark Banker,580663.0,,580663.0,232266.0,3758626.0,Power Five,yes,0.1544881028333226
63,Kentucky,SEC,D.J. Eliot,575000.0,1200.0,576200.0,95833.0,3403900.0,Power Five,yes,0.16892388143012427
64,Wisconsin,Big Ten,Joe Rudolph,574800.0,835.0,575635.0,134112.0,2862520.0,Power Five,yes,0.20080209046574346
65,Washington State,Pac-12,Alex Grinch,575000.0,0.0,575000.0,121875.0,2662000.0,Power Five,yes,0.2160030052592036
66,Mississippi,SEC,Matt Luke,565000.0,300.0,565300.0,67800.0,4261700.0,Power Five,yes,0.13257620198512332
67,LSU,SEC,Dameyune Craig,565000.0,,565000.0,75000.0,5781500.0,Power Five,yes,0.09772550376199948
68,Virginia,ACC,Robert Anae,560000.0,,560000.0,137500.0,3030000.0,Power Five,yes,0.1848184818481848
69,Texas Tech,Big 12,David Gibbs,555000.0,3000.0,558000.0,138750.0,2247900.0,Power Five,yes,0.24689710396369946
70,Texas,Big 12,Matt Mattox,550000.0,0.0,550000.0,185000.0,4546250.0,Power Five,yes,0.12097882870497663
71,Illinois,Big Ten,Hardy Nickerson,550000.0,,550000.0,231000.0,3245000.0,Power Five,yes,0.1694915254237288
72,Minnesota,Big Ten,Jay Johnson,550000.0,,550000.0,147500.0,2932000.0,Power Five,yes,0.18758526603001363
73,Alabama,SEC,Tosh Lupoi,550000.0,,550000.0,121000.0,5320000.0,Power Five,yes,0.10338345864661654
74,Minnesota,Big Ten,Jay Sawvel,550000.0,,550000.0,147500.0,2932000.0,Power Five,yes,0.18758526603001363
75,Texas Christian,Big 12,Doug Meacham,548457.0,,548457.0,,,Power Five,yes,
76,LSU,SEC,Jeff Grimes,535000.0,11000.0,546000.0,75000.0,5781500.0,Power Five,yes,0.09253653896047738
77,Florida,SEC,Mike Summers,538959.0,0.0,538959.0,195400.0,4530709.0,Power Five,yes,0.11895687849296877
78,Colorado State,Mt. West,Will Friend,534450.0,,534450.0,99631.0,1845555.0,Others,yes,0.2895876850053236
79,Arizona,Pac-12,Calvin Magee,520000.0,10000.0,530000.0,43333.0,2834900.0,Power Five,yes,0.183427986877844
80,Nebraska,Big Ten,Danny Langsdorf,527875.0,,527875.0,211150.0,3758626.0,Power Five,yes,0.1404436089145342
81,Florida,SEC,Doug Nussmeier,526500.0,0.0,526500.0,206000.0,4530709.0,Power Five,yes,0.11620697775999297
82,Houston,AAC,Todd Orlando,526000.0,0.0,526000.0,89420.0,2419000.0,Others,yes,0.21744522529971064
83,Georgia,SEC,Tracy Rocker,525000.0,,525000.0,210000.0,4675000.0,Power Five,yes,0.11229946524064172
84,Alabama,SEC,Mario Cristobal,525000.0,,525000.0,115500.0,5320000.0,Power Five,yes,0.09868421052631579
85,Colorado,Pac-12,Jim Leavitt,511500.0,400.0,511900.0,59423.0,2661601.0,Power Five,yes,0.19217756530749724
86,Florida,SEC,Randy Shannon,511250.0,0.0,511250.0,159900.0,4530709.0,Power Five,yes,0.11284105865108529
87,UCLA,Pac-12,Tom Bradley,510000.0,0.0,510000.0,100000.0,3955000.0,Power Five,yes,0.12895069532237674
88,UCLA,Pac-12,Kennedy Polamalu,510000.0,0.0,510000.0,100000.0,3955000.0,Power Five,yes,0.12895069532237674
89,Clemson,ACC,Marion Hobby,507083.0,,507083.0,95000.0,5390417.0,Power Five,yes,0.09407120079949288
90,Tennessee,SEC,Tommy Thigpen,505000.0,400.0,505400.0,120000.0,4545700.0,Power Five,yes,0.11109400092395011
91,Tennessee,SEC,Mike DeBord,500000.0,5000.0,505000.0,120000.0,4545700.0,Power Five,yes,0.10999406032074267
92,Arizona,Pac-12,Marcel Yates,500000.0,3900.0,503900.0,41667.0,2834900.0,Power Five,yes,0.17637306430561925
93,South Carolina,SEC,Shawn Elliott,500000.0,2400.0,502400.0,115000.0,3952400.0,Power Five,yes,0.12650541443173768
94,Washington,Pac-12,Jimmy Lake,500004.0,1500.0,501504.0,96000.0,3553578.0,Power Five,yes,0.1407043830190304
95,Florida,SEC,Chris Rumph,501500.0,0.0,501500.0,196000.0,4530709.0,Power Five,yes,0.1106890775814558
96,Indiana,Big Ten,Tom Allen,501000.0,,501000.0,62777.0,2751661.0,Power Five,yes,0.1820718467863592
97,Michigan,Big Ten,Greg Mattison,500000.0,,500000.0,83333.0,4308750.0,Power Five,yes,0.11604293588627793
98,Maryland,Big Ten,Walter Bell,500000.0,,500000.0,65000.0,2907500.0,Power Five,yes,0.17196904557179707
99,Oklahoma State,Big 12,Mike Yurcich,500000.0,,500000.0,108333.0,3283999.0,Power Five,yes,0.15225339593586965
100,Cincinnati,AAC,Zac Taylor,500000.0,,500000.0,70833.0,2140000.0,Others,yes,0.2336448598130841
101,Arizona State,Pac-12,Keith Patterson,500000.0,0.0,500000.0,138334.0,3255000.0,Power Five,yes,0.15360983102918588
102,Auburn,SEC,Wesley McGriff,500000.0,0.0,500000.0,102500.0,4456250.0,Power Five,yes,0.11220196353436185
103,South Carolina,SEC,Lance Thompson,500000.0,0.0,500000.0,115000.0,3952400.0,Power Five,yes,0.12650541443173768
104,Wisconsin,Big Ten,Justin Wilcox,500000.0,0.0,500000.0,117000.0,2862520.0,Power Five,yes,0.17467126867235863
105,Texas,Big 12,Brick Haley,495000.0,25.0,495025.0,180000.0,4546250.0,Power Five,yes,0.10888094583447896
106,Washington,Pac-12,Bob Gregory,490008.0,1500.0,491508.0,96000.0,3553578.0,Power Five,yes,0.13789144349723012
107,Oregon State,Pac-12,Kevin Clune,487500.0,,487500.0,119443.0,2736691.0,Power Five,yes,0.17813483509829936
108,North Carolina State,ACC,Dave Huxtable,481950.0,,481950.0,125000.0,2966365.0,Power Five,yes,0.16247157716599273
109,Colorado,Pac-12,Brian Lindgren,481125.0,700.0,481825.0,53942.0,2661601.0,Power Five,yes,0.18076526120932476
110,Tennessee,SEC,Robert Gillespie,480000.0,0.0,480000.0,114000.0,4545700.0,Power Five,yes,0.10559429790791297
111,Ohio State,Big Ten,Larry Johnson,479500.0,0.0,479500.0,181688.0,4583100.0,Power Five,yes,0.10462350810586721
112,Nebraska,Big Ten,Bruce Read,475088.0,,475088.0,190035.0,3758626.0,Power Five,yes,0.12639938105041576
113,Alabama,SEC,Burton Burns,475000.0,,475000.0,104500.0,5320000.0,Power Five,yes,0.08928571428571429
114,Kansas State,Big 12,Dana Dimel,470000.0,4200.0,474200.0,170400.0,3203525.0,Power Five,yes,0.14671338603569506
115,Clemson,ACC,Robbie Caldwell,474167.0,,474167.0,95000.0,5390417.0,Power Five,yes,0.08796480865951559
116,Kansas State,Big 12,Tom Hayes,470000.0,4000.0,474000.0,170400.0,3203525.0,Power Five,yes,0.14671338603569506
117,Florida State,ACC,Lawrence Dawsey,472000.0,,472000.0,86167.0,4586000.0,Power Five,yes,0.10292193632795464
118,Florida State,ACC,Odell Haggins,472000.0,,472000.0,83667.0,4586000.0,Power Five,yes,0.10292193632795464
119,LSU,SEC,Bradley Dale Peveto,460000.0,11500.0,471500.0,75000.0,5781500.0,Power Five,yes,0.07956412695667214
120,Virginia,ACC,Ruffin McNeill,460000.0,,460000.0,112500.0,3030000.0,Power Five,yes,0.15181518151815182
121,Clemson,ACC,Dan Brooks,457917.0,,457917.0,95000.0,5390417.0,Power Five,yes,0.08495019958567213
122,Oklahoma,Big 12,Kerry Cooks,450000.0,5000.0,455000.0,63000.0,4390900.0,Power Five,yes,0.10248468423330069
123,UCLA,Pac-12,Demetrice Martin,455000.0,0.0,455000.0,100000.0,3955000.0,Power Five,yes,0.11504424778761062
124,Iowa State,Big 12,Jon Heacock,454000.0,0.0,454000.0,37682.0,2318250.0,Power Five,yes,0.19583737733203926
125,Michigan State,Big Ten,Dave Warner,449184.0,1400.0,450584.0,154795.0,3445098.0,Power Five,yes,0.1303835188432956
126,Mississippi,SEC,Chris Kiffin,450000.0,500.0,450500.0,54000.0,4261700.0,Power Five,yes,0.10559166529788581
127,Virginia Tech,ACC,Brad Cornelsen,450000.0,,450000.0,0.0,3359000.0,Power Five,yes,0.1339684429889848
128,North Carolina State,ACC,Eliah Drinkwitz,450000.0,,450000.0,125000.0,2966365.0,Power Five,yes,0.1517008190158662
129,Rutgers,Big Ten,Jay Niemann,450000.0,,450000.0,37500.0,2340000.0,Power Five,yes,0.19230769230769232
130,Rutgers,Big Ten,Drew Mehringer,450000.0,,450000.0,37500.0,2340000.0,Power Five,yes,0.19230769230769232
131,South Carolina,SEC,Bryan McClendon,450000.0,0.0,450000.0,115000.0,3952400.0,Power Five,yes,0.11385487298856391
132,Nebraska,Big Ten,Mike Cavanaugh,450000.0,,450000.0,180000.0,3758626.0,Power Five,yes,0.11972460149001257
133,Texas A&M,SEC,David Turner,445000.0,,445000.0,106800.0,4811000.0,Power Five,yes,0.09249636250259821
134,Florida State,ACC,Tim Brewster,442000.0,,442000.0,78667.0,4586000.0,Power Five,yes,0.0963802878325338
135,Clemson,ACC,Danny Pearman,441667.0,,441667.0,95000.0,5390417.0,Power Five,yes,0.08193559051182868
136,Washington,Pac-12,Jonathan Smith,440004.0,1530.0,441534.0,96000.0,3553578.0,Power Five,yes,0.12381999213187385
137,Washington,Pac-12,Chris Strausser,440004.0,1500.0,441504.0,96000.0,3553578.0,Power Five,yes,0.12381999213187385
138,Michigan State,Big Ten,Harlon Barnett,439434.0,600.0,440034.0,151420.0,3445098.0,Power Five,yes,0.1275534106722073
139,Illinois,Big Ten,Mike Phair,440000.0,,440000.0,184800.0,3245000.0,Power Five,yes,0.13559322033898305
140,Arizona State,Pac-12,Chris Thomsen,440000.0,0.0,440000.0,127134.0,3255000.0,Power Five,yes,0.13517665130568357
141,Michigan State,Big Ten,Jim Bollman,439434.0,0.0,439434.0,151420.0,3445098.0,Power Five,yes,0.1275534106722073
142,Michigan State,Big Ten,Mike Tressel,439434.0,0.0,439434.0,151421.0,3445098.0,Power Five,yes,0.1275534106722073
143,North Carolina,ACC,Chris Kapilovic,436450.0,,436450.0,72742.0,2598400.0,Power Five,yes,0.16796875
144,Oregon State,Pac-12,Dave Baldwin,435000.0,,435000.0,116943.0,2736691.0,Power Five,yes,0.15895108362617483
145,UCLA,Pac-12,Marques Tuiasosopo,435000.0,0.0,435000.0,100000.0,3955000.0,Power Five,yes,0.10998735777496839
146,Oklahoma,Big 12,Bill Bedenbaugh,425000.0,6400.0,431400.0,59500.0,4390900.0,Power Five,yes,0.09679109066478399
147,UCLA,Pac-12,Eric Yarber,430000.0,0.0,430000.0,100000.0,3955000.0,Power Five,yes,0.10872313527180784
148,Ohio State,Big Ten,Tony Alford,429500.0,0.0,429500.0,162563.0,4583100.0,Power Five,yes,0.09371386179660056
149,Ohio State,Big Ten,Kerry Coombs,429500.0,0.0,429500.0,167169.0,4583100.0,Power Five,yes,0.09371386179660056
150,Utah,Pac-12,Jim Harding,425000.0,,425000.0,35417.0,2900000.0,Power Five,yes,0.14655172413793102
151,Utah,Pac-12,Aaron Roderick,425000.0,,425000.0,35417.0,2900000.0,Power Five,yes,0.14655172413793102
152,Utah,Pac-12,Morgan Scalley,425000.0,,425000.0,35417.0,2900000.0,Power Five,yes,0.14655172413793102
153,Iowa,Big Ten,Reese Morgan,425000.0,0.0,425000.0,0.0,3610000.0,Power Five,yes,0.11772853185595568
154,Iowa,Big Ten,Brian Ferentz,425000.0,0.0,425000.0,0.0,3610000.0,Power Five,yes,0.11772853185595568
155,Nebraska,Big Ten,Brian Stewart,425000.0,,425000.0,170000.0,3758626.0,Power Five,yes,0.11307323474056744
156,Central Florida,AAC,Erik Chinander,425000.0,,425000.0,0.0,2130000.0,Others,yes,0.19953051643192488
157,Kansas State,Big 12,Del Miller,420000.0,4200.0,424200.0,154400.0,3203525.0,Power Five,yes,0.13110557901062111
158,Kansas State,Big 12,Charlie Dickey,420000.0,4200.0,424200.0,154400.0,3203525.0,Power Five,yes,0.13110557901062111
159,Florida State,ACC,Brad Lawing,424000.0,,424000.0,75667.0,4586000.0,Power Five,yes,0.09245529873528129
160,Auburn,SEC,Herb Hand,420000.0,0.0,420000.0,102500.0,4456250.0,Power Five,yes,0.09424964936886396
161,Virginia Tech,ACC,James Shibest,420000.0,,420000.0,0.0,3359000.0,Power Five,yes,0.12503721345638583
162,Arizona State,Pac-12,Shawn Slocum,420000.0,0.0,420000.0,123400.0,3255000.0,Power Five,yes,0.12903225806451613
163,Missouri,SEC,Andy Hill,417500.0,,417500.0,131900.0,3801800.0,Power Five,yes,0.10981640275658898
164,Oregon,Pac-12,Don Pellum,413600.0,0.0,413600.0,236666.0,3622484.0,Power Five,yes,0.11417579760186657
165,Florida State,ACC,Jay Graham,412000.0,,412000.0,76167.0,4586000.0,Power Five,yes,0.08983863933711295
166,Purdue,Big Ten,Ross Els,410000.0,,410000.0,330000.0,2495000.0,Power Five,yes,0.16432865731462926
167,Virginia,ACC,Nick Howell,410000.0,,410000.0,100000.0,3030000.0,Power Five,yes,0.1353135313531353
168,Tennessee,SEC,Steve Stripling,410000.0,0.0,410000.0,97200.0,4545700.0,Power Five,yes,0.09019512946300899
169,UCLA,Pac-12,Angus McClure,410000.0,0.0,410000.0,100000.0,3955000.0,Power Five,yes,0.10366624525916561
170,Clemson,ACC,Mike Reed,407500.0,,407500.0,95000.0,5390417.0,Power Five,yes,0.07559711985176656
171,Oklahoma,Big 12,Cale Gundy,390000.0,14800.0,404800.0,75834.0,4390900.0,Power Five,yes,0.0888200596688606
172,Oregon,Pac-12,Steve Greatwood,403600.0,0.0,403600.0,233332.0,3622484.0,Power Five,yes,0.11141526090936496
173,Oregon,Pac-12,Brady Hoke,403600.0,0.0,403600.0,258334.0,3622484.0,Power Five,yes,0.11141526090936496
174,Oregon,Pac-12,Ron Aiken,403600.0,0.0,403600.0,233332.0,3622484.0,Power Five,yes,0.11141526090936496
175,Arkansas,SEC,Michael Smith,400000.0,2000.0,402000.0,133333.0,3893100.0,Power Five,yes,0.10274588374303255
176,Florida,SEC,Greg Nord,401500.0,0.0,401500.0,156000.0,4530709.0,Power Five,yes,0.08861747686730709
177,Kansas,Big 12,Clint Bowen,400000.0,600.0,400600.0,50000.0,2300599.0,Power Five,yes,0.17386776226539263
178,Texas,Big 12,Brian Jean-Mary,400000.0,575.0,400575.0,180000.0,4546250.0,Power Five,yes,0.08798460269452846
179,Texas,Big 12,Clay Jennings,400000.0,0.0,400000.0,180000.0,4546250.0,Power Five,yes,0.08798460269452846
180,Mississippi State,SEC,John Hevesy,400000.0,0.0,400000.0,33333.0,3295000.0,Power Five,yes,0.12139605462822459
181,Kentucky,SEC,Darin Hinshaw,400000.0,0.0,400000.0,66667.0,3403900.0,Power Five,yes,0.11751226534269514
182,Mississippi State,SEC,Greg Knox,400000.0,0.0,400000.0,33333.0,3295000.0,Power Five,yes,0.12139605462822459
183,Mississippi,SEC,Jason Jones,400000.0,0.0,400000.0,48000.0,4261700.0,Power Five,yes,0.09385925804256517
184,Mississippi State,SEC,Billy Gonzales,400000.0,0.0,400000.0,33333.0,3295000.0,Power Five,yes,0.12139605462822459
185,Mississippi,SEC,Derrick Nix,400000.0,0.0,400000.0,48000.0,4261700.0,Power Five,yes,0.09385925804256517
186,Ohio State,Big Ten,Greg Studrawa,400000.0,0.0,400000.0,153000.0,4583100.0,Power Five,yes,0.08727717047413323
187,Nebraska,Big Ten,Keith Williams,400000.0,,400000.0,160000.0,3758626.0,Power Five,yes,0.10642186799112228
188,Purdue,Big Ten,Terry Malone,400000.0,,400000.0,313500.0,2495000.0,Power Five,yes,0.16032064128256512
189,Kansas,Big 12,Kenny Perry,399999.0,0.0,399999.0,50000.0,2300599.0,Power Five,yes,0.17386732759598697
190,Alabama,SEC,Derrick Ansley,395000.0,,395000.0,86900.0,5320000.0,Power Five,yes,0.07424812030075188
191,Tennessee,SEC,Willie Martinez,395000.0,0.0,395000.0,93600.0,4545700.0,Power Five,yes,0.08689530765338671
192,Kansas State,Big 12,Sean Snyder,382500.0,4800.0,387300.0,142400.0,3203525.0,Power Five,yes,0.11939972374181565
193,California,Pac-12,Jake Spavital,385000.0,,385000.0,50000.0,2675600.0,Power Five,yes,0.14389295858872775
194,Cincinnati,AAC,J.B. Grimes,385000.0,,385000.0,64167.0,2140000.0,Others,yes,0.17990654205607476
195,Missouri,SEC,Jackie Shipp,385000.0,,385000.0,122800.0,3801800.0,Power Five,yes,0.10126782050607606
196,Clemson,ACC,Brandon Streeter,383333.0,,383333.0,95000.0,5390417.0,Power Five,yes,0.07111379323714659
197,Oregon,Pac-12,Tom Osborne,381184.0,0.0,381184.0,250860.0,3622484.0,Power Five,yes,0.10522724185945334
198,Indiana,Big Ten,Kevin Johns,381000.0,,381000.0,62777.0,2751661.0,Power Five,yes,0.13846182360399772
199,Arizona State,Pac-12,Jay Norvell,380000.0,0.0,380000.0,115934.0,3255000.0,Power Five,yes,0.11674347158218126
200,Florida,SEC,Tim Skipper,376500.0,0.0,376500.0,146000.0,4530709.0,Power Five,yes,0.0830995766887699
201,Indiana,Big Ten,Greg Frey,376000.0,,376000.0,62777.0,2751661.0,Power Five,yes,0.13664473930473267
202,Kentucky,SEC,Vince Marrow,375000.0,900.0,375900.0,62500.0,3403900.0,Power Five,yes,0.1101677487587767
203,Mississippi,SEC,Maurice Harris,375000.0,400.0,375400.0,45000.0,4261700.0,Power Five,yes,0.08799305441490485
204,Houston,AAC,Major Applewhite,375000.0,0.0,375000.0,63750.0,2419000.0,Others,yes,0.15502273666804464
205,Texas,Big 12,Charlie Williams,375000.0,0.0,375000.0,180000.0,4546250.0,Power Five,yes,0.08248556502612042
206,Oregon State,Pac-12,T.J. Woods,375000.0,,375000.0,106943.0,2736691.0,Power Five,yes,0.13702679622946104
207,Oregon State,Pac-12,Kevin McGiven,375000.0,,375000.0,106943.0,2736691.0,Power Five,yes,0.13702679622946104
208,Tennessee,SEC,Larry Scott,375000.0,0.0,375000.0,88800.0,4545700.0,Power Five,yes,0.08249554524055701
209,Washington State,Pac-12,Joe Salave'a,375000.0,0.0,375000.0,46875.0,2662000.0,Power Five,yes,0.14087152516904583
210,Georgia,SEC,Kevin Sherrer,375000.0,,375000.0,195000.0,4675000.0,Power Five,yes,0.08021390374331551
211,Arkansas,SEC,Kurt Anderson,370000.0,,370000.0,123333.0,3893100.0,Power Five,yes,0.0950399424623051
212,South Florida,AAC,Raymond Woodie,350000.0,17500.0,367500.0,0.0,1911500.0,Others,yes,0.18310227569971227
213,Michigan,Big Ten,Tyrone Wheatley,365000.0,,365000.0,60833.0,4308750.0,Power Five,yes,0.08471134319698288
214,Tennessee,SEC,Don Mahoney,365000.0,0.0,365000.0,86400.0,4545700.0,Power Five,yes,0.08029566403414215
215,Oklahoma State,Big 12,Joe Bob Clements,364652.0,,364652.0,85775.0,3283999.0,Power Five,yes,0.11103901066961348
216,Missouri,SEC,Ryan Walters,363800.0,,363800.0,110200.0,3801800.0,Power Five,yes,0.09569151454574149
217,Oklahoma,Big 12,Tim Kish,355000.0,6900.0,361900.0,67084.0,4390900.0,Power Five,yes,0.08084902867293721
218,Missouri,SEC,Cornell Ford,360500.0,,360500.0,115940.0,3801800.0,Power Five,yes,0.09482350465568941
219,Texas A&M,SEC,Jeff Banks,360000.0,,360000.0,103000.0,4811000.0,Power Five,yes,0.07482851797963001
220,Mississippi State,SEC,Terrell Buckley,360000.0,0.0,360000.0,29167.0,3295000.0,Power Five,yes,0.10925644916540213
221,Virginia,ACC,Garett Tujague,360000.0,,360000.0,87500.0,3030000.0,Power Five,yes,0.1188118811881188
222,Oklahoma,Big 12,Jay Boulware,355000.0,4000.0,359000.0,65625.0,4390900.0,Power Five,yes,0.08084902867293721
223,Tennessee,SEC,Zach Azzanni,355000.0,300.0,355300.0,84000.0,4545700.0,Power Five,yes,0.0780957828277273
224,Memphis,AAC,Chris Ball,355000.0,,355000.0,29583.0,2149500.0,Others,yes,0.16515468713654338
225,Oklahoma State,Big 12,Greg Adkins,355000.0,,355000.0,84167.0,3283999.0,Power Five,yes,0.10809991111446746
226,Oregon,Pac-12,David Yost,353600.0,0.0,353600.0,216666.0,3622484.0,Power Five,yes,0.0976125774468569
227,Arizona,Pac-12,Rod Smith,340000.0,10500.0,350500.0,28333.0,2834900.0,Power Five,yes,0.11993368372782108
