rank,school,conf,astcoach,schoolpay,totalpay,maxbonus,stafftotal,buyout,category,complete,proportion
1,LSU,SEC,Dave Aranda,1800000.0,1800000.0,150000.0,5915000.0,nan,Power Five,yes,0.3043110735418428
2,Clemson,ACC,Brent Venables,1700000.0,1700000.0,295000.0,5725000.0,nan,Power Five,yes,0.29694323144104806
3,Texas A&M,SEC,John Chavis,1608000.0,1608000.0,180000.0,4818000.0,nan,Power Five,yes,0.33374844333748444
4,LSU,SEC,Matt Canada,1505000.0,1505000.0,150000.0,5915000.0,nan,Power Five,yes,0.25443786982248523
5,Michigan,Big Ten,Don Brown,1300000.0,1300000.0,166667.0,5645000.0,nan,Power Five,yes,0.23029229406554472
6,Alabama,SEC,Jeremy Pruitt,1300000.0,1300000.0,286000.0,5995000.0,nan,Power Five,yes,0.21684737281067556
7,Alabama,SEC,Brian Daboll,1200000.0,1200000.0,264000.0,5995000.0,nan,Power Five,yes,0.20016680567139283
8,Auburn,SEC,Kevin Steele,1200000.0,1200000.0,102500.0,4875000.0,nan,Power Five,yes,0.24615384615384617
9,Tennessee,SEC,Bob Shoop,1155000.0,1155000.0,120000.0,4655400.0,nan,Power Five,yes,0.2480989818275551
10,Oregon,Pac-12,Jim Leavitt,1150000.0,1150000.0,100000.0,3945000.0,nan,Power Five,yes,0.2915082382762991
11,Michigan,Big Ten,Tim Drevno,1150000.0,1150000.0,166667.0,5645000.0,nan,Power Five,yes,0.20372010628875112
12,Michigan,Big Ten,Pep Hamilton,1150000.0,1150000.0,333333.0,5645000.0,nan,Power Five,yes,0.20372010628875112
13,Florida,SEC,Doug Nussmeier,1144225.0,1144225.0,457089.0,4997825.0,nan,Power Five,yes,0.22894459089704022
14,Texas,Big 12,Todd Orlando,1100000.0,1100000.0,95000.0,4600000.0,nan,Power Five,yes,0.2391304347826087
15,Mississippi,SEC,Wesley McGriff,1000000.0,1000000.0,0.0,4075000.0,nan,Power Five,yes,0.24539877300613497
16,Florida,SEC,Randy Shannon,976500.0,976500.0,390000.0,4997825.0,nan,Power Five,yes,0.1953849924717252
17,Virginia Tech,ACC,Bud Foster,950000.0,961000.0,92500.0,3384000.0,nan,Power Five,yes,0.28073286052009455
18,Alabama,SEC,Tosh Lupoi,950000.0,950000.0,209000.0,5995000.0,nan,Power Five,yes,0.15846538782318598
19,Louisville,ACC,Peter Sirmon,950000.0,950000.0,0.0,3618500.0,nan,Power Five,yes,0.26253972640596934
20,Oklahoma,Big 12,Mike Stoops,920000.0,920000.0,121800.0,4310000.0,nan,Power Five,yes,0.21345707656612528
21,Washington,Pac-12,Pete Kwiatkowski,875000.0,876500.0,91000.0,4678040.0,nan,Power Five,yes,0.18704414669391456
22,Florida State,ACC,Charles Kelly,858000.0,858000.0,150500.0,4691000.0,nan,Power Five,yes,0.18290343210402898
23,West Virginia,Big 12,Tony Gibson,850000.0,850000.0,245000.0,3107000.0,nan,Power Five,yes,0.2735757965883489
24,Georgia,SEC,Mel Tucker,850000.0,850000.0,225000.0,4565200.0,nan,Power Five,yes,0.18619118549023045
25,Georgia,SEC,Jim Chaney,850000.0,850000.0,225000.0,4565200.0,nan,Power Five,yes,0.18619118549023045
26,Kentucky,SEC,Eddie Gran,825000.0,825000.0,137500.0,4025000.0,nan,Power Five,yes,0.20496894409937888
27,Nebraska,Big Ten,Bob Diaco,825000.0,825000.0,330000.0,3725375.0,nan,Power Five,yes,0.22145421601852164
28,UCLA,Pac-12,Jedd Fisch,810000.0,810000.0,100000.0,3707500.0,nan,Power Five,yes,0.21847606203641268
29,Auburn,SEC,Chip Lindsey,800000.0,800000.0,252500.0,4875000.0,nan,Power Five,yes,0.1641025641025641
30,Arkansas,SEC,Dan Enos,800000.0,800000.0,266667.0,3947000.0,nan,Power Five,yes,0.20268558398783887
31,Texas A&M,SEC,Noel Mazzone,800000.0,800000.0,144000.0,4818000.0,nan,Power Five,yes,0.16604400166044
32,Texas,Big 12,Tim Beck,800000.0,800000.0,95000.0,4600000.0,nan,Power Five,yes,0.17391304347826086
33,Georgia Tech,ACC,Ted Roof,800000.0,800000.0,116667.0,2916515.0,nan,Power Five,yes,0.2742999778845643
34,Clemson,ACC,Jeff Scott,800000.0,800000.0,95000.0,5725000.0,nan,Power Five,yes,0.13973799126637554
35,Clemson,ACC,Tony Elliott,800000.0,800000.0,95000.0,5725000.0,nan,Power Five,yes,0.13973799126637554
36,South Carolina,SEC,Travaris Robinson,750000.0,750000.0,115000.0,4000000.0,nan,Power Five,yes,0.1875
37,Washington,Pac-12,Jonathan Smith,700008.0,700008.0,91000.0,4678040.0,nan,Power Five,yes,0.14963702747304428
38,Minnesota,Big Ten,Robb Smith,700000.0,700000.0,145000.0,3435000.0,nan,Power Five,yes,0.20378457059679767
39,Ohio State,Big Ten,Greg Schiano,700000.0,700000.0,267750.0,4485000.0,nan,Power Five,yes,0.15607580824972128
40,Arkansas,SEC,Paul Rhoads,700000.0,700000.0,233333.0,3947000.0,nan,Power Five,yes,0.177349885989359
41,Colorado,Pac-12,D.J. Eliot,700000.0,700000.0,145834.0,3066269.0,nan,Power Five,yes,0.22829047288414683
42,South Carolina,SEC,Kurt Roper,700000.0,700000.0,115000.0,4000000.0,nan,Power Five,yes,0.175
43,Minnesota,Big Ten,Kirk Ciarrocca,700000.0,700000.0,145000.0,3435000.0,nan,Power Five,yes,0.20378457059679767
44,Missouri,SEC,Josh Heupel,700000.0,700000.0,211000.0,3778000.0,nan,Power Five,yes,0.185283218634198
45,Oregon,Pac-12,Mario Cristobal,700000.0,700000.0,130000.0,3945000.0,nan,Power Five,yes,0.17743979721166034
46,Iowa,Big Ten,Phil Parker,675000.0,675000.0,135000.0,3870000.0,nan,Power Five,yes,0.1744186046511628
47,Oklahoma State,Big 12,Glenn Spencer,675000.0,675000.0,183750.0,3641314.0,nan,Power Five,yes,0.1853726429525166
48,California,Pac-12,Beau Baldwin,675000.0,675000.0,50000.0,2966000.0,nan,Power Five,yes,0.22757923128792987
49,Mississippi State,SEC,Todd Grantham,660000.0,660000.0,54167.0,3195000.0,nan,Power Five,yes,0.20657276995305165
50,Tennessee,SEC,Larry Scott,655000.0,655000.0,157200.0,4655400.0,nan,Power Five,yes,0.14069682519224985
51,Wisconsin,Big Ten,Joe Rudolph,654800.0,654800.0,0.0,3359600.0,nan,Power Five,yes,0.19490415525657817
52,Washington,Pac-12,Jimmy Lake,650004.0,651504.0,91000.0,4678040.0,nan,Power Five,yes,0.13894793546014997
53,Florida,SEC,Chris Rumph,651500.0,651500.0,260000.0,4997825.0,nan,Power Five,yes,0.13035670516674752
54,Arizona State,Pac-12,Phil Bennett,650000.0,650000.0,166333.0,3520000.0,nan,Power Five,yes,0.1846590909090909
55,Illinois,Big Ten,Garrick McGee,650000.0,650000.0,273000.0,3360000.0,nan,Power Five,yes,0.19345238095238096
56,Kentucky,SEC,Matt House,650000.0,650000.0,108333.0,4025000.0,nan,Power Five,yes,0.16149068322981366
57,Georgia,SEC,Sam Pittman,650000.0,650000.0,210000.0,4565200.0,nan,Power Five,yes,0.1423814947866468
58,Ohio State,Big Ten,Kevin Wilson,650000.0,650000.0,248625.0,4485000.0,nan,Power Five,yes,0.14492753623188406
59,Maryland,Big Ten,Andy Buh,650000.0,650000.0,200000.0,3185000.0,nan,Power Five,yes,0.20408163265306123
60,Rutgers,Big Ten,Jerry Kill,645000.0,645000.0,71667.0,2840800.0,nan,Power Five,yes,0.22704871867079696
61,Iowa,Big Ten,Brian Ferentz,625000.0,625000.0,125000.0,3870000.0,nan,Power Five,yes,0.16149870801033592
62,Louisville,ACC,Lonnie Galloway,607500.0,607500.0,0.0,3618500.0,nan,Power Five,yes,0.1678872460964488
63,Louisville,ACC,Chris Klenakis,607500.0,607500.0,0.0,3618500.0,nan,Power Five,yes,0.1678872460964488
64,Florida State,ACC,Randy Sanders,602000.0,602000.0,107833.0,4691000.0,nan,Power Five,yes,0.12833084630142827
65,Florida State,ACC,Rick Trickett,602000.0,602000.0,105333.0,4691000.0,nan,Power Five,yes,0.12833084630142827
66,Auburn,SEC,Rodney Garner,600000.0,600000.0,177500.0,4875000.0,nan,Power Five,yes,0.12307692307692308
67,Alabama,SEC,Mike Locksley,600000.0,600000.0,132000.0,5995000.0,nan,Power Five,yes,0.10008340283569642
68,Missouri,SEC,DeMontie Cross,600000.0,600000.0,183000.0,3778000.0,nan,Power Five,yes,0.15881418740074113
69,Mississippi,SEC,Phil Longo,600000.0,600000.0,0.0,4075000.0,nan,Power Five,yes,0.147239263803681
70,Oklahoma State,Big 12,Mike Yurcich,600000.0,600000.0,165000.0,3641314.0,nan,Power Five,yes,0.16477568262445919
71,Washington State,Pac-12,Alex Grinch,600000.0,600000.0,125000.0,2742000.0,nan,Power Five,yes,0.2188183807439825
72,Wisconsin,Big Ten,Jim Leonhard,600000.0,600000.0,0.0,3359600.0,nan,Power Five,yes,0.17859268960590546
73,Ohio State,Big Ten,Larry Johnson,575000.0,575000.0,219938.0,4485000.0,nan,Power Five,yes,0.1282051282051282
74,LSU,SEC,Tommie Robinson,575000.0,575000.0,125000.0,5915000.0,nan,Power Five,yes,0.09721048182586645
75,LSU,SEC,Jeff Grimes,560000.0,560000.0,75000.0,5915000.0,nan,Power Five,yes,0.09467455621301775
76,Oklahoma,Big 12,Ruffin McNeill,560000.0,560000.0,78400.0,4310000.0,nan,Power Five,yes,0.12993039443155452
77,Washington,Pac-12,Bob Gregory,550008.0,550008.0,91000.0,4678040.0,nan,Power Five,yes,0.11757231661123034
78,Virginia,ACC,Robert Anae,550000.0,550000.0,137500.0,2710000.0,nan,Power Five,yes,0.2029520295202952
79,Illinois,Big Ten,Hardy Nickerson,550000.0,550000.0,231000.0,3360000.0,nan,Power Five,yes,0.1636904761904762
80,Oregon,Pac-12,Joe Salave'a,550000.0,550000.0,130000.0,3945000.0,nan,Power Five,yes,0.1394169835234474
81,Texas Tech,Big 12,David Gibbs,550000.0,550000.0,183333.0,2395000.0,nan,Power Five,yes,0.22964509394572025
82,Arizona State,Pac-12,Billy Napier,550000.0,550000.0,361000.0,3520000.0,nan,Power Five,yes,0.15625
83,Arizona,Pac-12,Calvin Magee,540000.0,540000.0,45000.0,2730000.0,nan,Power Five,yes,0.1978021978021978
84,Iowa,Big Ten,Ken O'Keefe,540000.0,540000.0,108000.0,3870000.0,nan,Power Five,yes,0.13953488372093023
85,Colorado State,Mt. West,Will Friend,540000.0,540000.0,145000.0,1884000.0,nan,Others,yes,0.28662420382165604
86,North Carolina State,ACC,Dave Huxtable,539179.0,539179.0,195000.0,3065294.0,nan,Power Five,yes,0.17589797259251477
87,Oklahoma,Big 12,Bill Bedenbaugh,535000.0,535000.0,74900.0,4310000.0,nan,Power Five,yes,0.12412993039443156
88,Nebraska,Big Ten,Danny Langsdorf,527875.0,527875.0,211150.0,3725375.0,nan,Power Five,yes,0.14169714458276012
89,Utah,Pac-12,Morgan Scalley,525000.0,525000.0,43750.0,3125000.0,nan,Power Five,yes,0.168
90,Michigan,Big Ten,Greg Mattison,525000.0,525000.0,87500.0,5645000.0,nan,Power Five,yes,0.09300265721877768
91,Kansas,Big 12,Doug Meacham,520000.0,520000.0,50000.0,2958599.0,nan,Power Five,yes,0.17575886424621925
92,Tennessee,SEC,Robert Gillespie,515000.0,515000.0,123600.0,4655400.0,nan,Power Five,yes,0.11062422133436439
93,Clemson,ACC,Robbie Caldwell,515000.0,515000.0,95000.0,5725000.0,nan,Power Five,yes,0.08995633187772925
94,UCLA,Pac-12,Tom Bradley,510000.0,510000.0,100000.0,3707500.0,nan,Power Five,yes,0.1375590020229265
95,Tennessee,SEC,Tommy Thigpen,505000.0,505400.0,120000.0,4655400.0,nan,Power Five,yes,0.1084761782016583
96,California,Pac-12,Marques Tuiasosopo,505000.0,505000.0,50000.0,2966000.0,nan,Power Five,yes,0.17026298044504384
97,Auburn,SEC,Larry Porter,505000.0,505000.0,102500.0,4875000.0,nan,Power Five,yes,0.10358974358974359
98,Indiana,Big Ten,Mike DeBord,502000.0,502000.0,110000.0,2499362.0,nan,Power Five,yes,0.20085125724084787
99,Kansas,Big 12,Clint Bowen,500000.0,500600.0,50000.0,2958599.0,nan,Power Five,yes,0.16899890792905697
100,Washington,Pac-12,Scott Huff,500004.0,500004.0,91000.0,4678040.0,nan,Power Five,yes,0.10688322459833606
101,Arizona State,Pac-12,Keith Patterson,500000.0,500000.0,128334.0,3520000.0,nan,Power Five,yes,0.14204545454545456
102,Kentucky,SEC,Darin Hinshaw,500000.0,500000.0,83333.0,4025000.0,nan,Power Five,yes,0.12422360248447205
103,Maryland,Big Ten,Walter Bell,500000.0,500000.0,200000.0,3185000.0,nan,Power Five,yes,0.15698587127158556
104,Arizona,Pac-12,Marcel Yates,500000.0,500000.0,41667.0,2730000.0,nan,Power Five,yes,0.18315018315018314
105,Texas,Big 12,Craig Naivar,500000.0,500000.0,95000.0,4600000.0,nan,Power Five,yes,0.10869565217391304
106,Purdue,Big Ten,Tony Levine,500000.0,500000.0,0.0,3050000.0,nan,Power Five,yes,0.16393442622950818
107,Michigan,Big Ten,Greg Frey,500000.0,500000.0,83333.0,5645000.0,nan,Power Five,yes,0.08857395925597875
108,Utah,Pac-12,Troy Taylor,500000.0,500000.0,83333.0,3125000.0,nan,Power Five,yes,0.16
109,Purdue,Big Ten,Nick Holt,500000.0,500000.0,235000.0,3050000.0,nan,Power Five,yes,0.16393442622950818
110,Ohio State,Big Ten,Bill Davis,500000.0,500000.0,191250.0,4485000.0,nan,Power Five,yes,0.11148272017837235
111,Ohio State,Big Ten,Kerry Coombs,500000.0,500000.0,191250.0,4485000.0,nan,Power Five,yes,0.11148272017837235
112,South Carolina,SEC,Lance Thompson,500000.0,500000.0,115000.0,4000000.0,nan,Power Five,yes,0.125
113,South Carolina,SEC,Eric Wolford,500000.0,500000.0,115000.0,4000000.0,nan,Power Five,yes,0.125
114,South Carolina,SEC,Bryan McClendon,500000.0,500000.0,115000.0,4000000.0,nan,Power Five,yes,0.125
115,Alabama,SEC,Burton Burns,490000.0,490000.0,107800.0,5995000.0,nan,Power Five,yes,0.0817347789824854
116,Colorado,Pac-12,Brian Lindgren,487232.0,487232.0,59840.0,3066269.0,nan,Power Five,yes,0.15890060526326946
117,Florida State,ACC,Odell Haggins,482000.0,482000.0,85333.0,4691000.0,nan,Power Five,yes,0.10274994670645918
118,Florida State,ACC,Lawrence Dawsey,482000.0,482000.0,87833.0,4691000.0,nan,Power Five,yes,0.10274994670645918
119,Florida,SEC,Tim Skipper,478100.0,478100.0,190640.0,4997825.0,nan,Power Five,yes,0.09566161280156868
120,Washington,Pac-12,Matt Lubick,475008.0,475008.0,91000.0,4678040.0,nan,Power Five,yes,0.10153996118032338
121,Oklahoma,Big 12,Kerry Cooks,475000.0,475000.0,66500.0,4310000.0,nan,Power Five,yes,0.11020881670533643
122,Tennessee,SEC,Brady Hoke,475000.0,475000.0,112800.0,4655400.0,nan,Power Five,yes,0.10203204880353997
123,Kansas State,Big 12,Tom Hayes,470000.0,472600.0,170400.0,3001600.0,nan,Power Five,yes,0.15658315565031983
124,Kansas State,Big 12,Dana Dimel,470000.0,472600.0,170400.0,3001600.0,nan,Power Five,yes,0.15658315565031983
125,Georgia,SEC,Tray Scott,465200.0,465200.0,195000.0,4565200.0,nan,Power Five,yes,0.10190134057653553
126,Texas,Big 12,Stanley Drayton,465000.0,465000.0,95000.0,4600000.0,nan,Power Five,yes,0.10108695652173913
127,Cincinnati,AAC,Mike Denbrock,460000.0,465000.0,76667.0,2326250.0,nan,Others,yes,0.19774314884470715
128,Rutgers,Big Ten,Jay Niemann,463500.0,463500.0,38625.0,2840800.0,nan,Power Five,yes,0.16315826527738664
129,Michigan State,Big Ten,Dave Warner,460364.0,460964.0,158664.0,3529120.0,nan,Power Five,yes,0.1304472503060253
130,Iowa,Big Ten,Reese Morgan,460000.0,460000.0,92000.0,3870000.0,nan,Power Five,yes,0.11886304909560723
131,Clemson,ACC,Danny Pearman,460000.0,460000.0,95000.0,5725000.0,nan,Power Five,yes,0.08034934497816594
132,Tennessee,SEC,Charlton Warren,455000.0,455000.0,108000.0,4655400.0,nan,Power Five,yes,0.09773596253812776
133,UCLA,Pac-12,Demetrice Martin,455000.0,455000.0,100000.0,3707500.0,nan,Power Five,yes,0.1227242076871207
134,North Carolina State,ACC,Eliah Drinkwitz,454500.0,454500.0,195000.0,3065294.0,nan,Power Five,yes,0.14827288997401228
135,Iowa State,Big 12,Jon Heacock,454000.0,454000.0,37682.0,2492250.0,nan,Power Five,yes,0.1821647106028689
136,Iowa State,Big 12,Tom Manning,454000.0,454000.0,37682.0,2492250.0,nan,Power Five,yes,0.1821647106028689
137,Michigan State,Big Ten,Harlon Barnett,450370.0,452570.0,155205.0,3529120.0,nan,Power Five,yes,0.12761538287165072
138,Florida State,ACC,Tim Brewster,452000.0,452000.0,80333.0,4691000.0,nan,Power Five,yes,0.09635472180771691
139,West Virginia,Big 12,Jake Spavital,451000.0,451000.0,110000.0,3107000.0,nan,Power Five,yes,0.14515609913099453
140,Michigan State,Big Ten,Mike Tressel,450370.0,450370.0,155205.0,3529120.0,nan,Power Five,yes,0.12761538287165072
141,Michigan State,Big Ten,Jim Bollman,450370.0,450370.0,155205.0,3529120.0,nan,Power Five,yes,0.12761538287165072
142,Mississippi State,SEC,John Hevesy,450000.0,450000.0,37500.0,3195000.0,nan,Power Five,yes,0.14084507042253522
143,Mississippi State,SEC,Billy Gonzales,450000.0,450000.0,37500.0,3195000.0,nan,Power Five,yes,0.14084507042253522
144,Oregon State,Pac-12,Kevin Clune,450000.0,450000.0,119443.0,2590032.0,nan,Power Five,yes,0.17374302711317852
145,Nebraska,Big Ten,Mike Cavanaugh,450000.0,450000.0,180000.0,3725375.0,nan,Power Five,yes,0.12079320873737544
146,Utah,Pac-12,Jim Harding,450000.0,450000.0,37500.0,3125000.0,nan,Power Five,yes,0.144
147,Virginia Tech,ACC,Brad Cornelsen,450000.0,450000.0,0.0,3384000.0,nan,Power Five,yes,0.13297872340425532
148,Ohio State,Big Ten,Tony Alford,450000.0,450000.0,172125.0,4485000.0,nan,Power Five,yes,0.10033444816053512
149,West Virginia,Big 12,Joe Wickline,450000.0,450000.0,110000.0,3107000.0,nan,Power Five,yes,0.14483424525265529
150,Georgia,SEC,James Coley,450000.0,450000.0,195000.0,4565200.0,nan,Power Five,yes,0.09857180408306318
151,Texas A&M,SEC,David Turner,445000.0,445000.0,106800.0,4818000.0,nan,Power Five,yes,0.09236197592361976
152,Houston,AAC,Brian Johnson,440000.0,440000.0,132000.0,2105000.0,nan,Others,yes,0.20902612826603326
153,Illinois,Big Ten,Mike Phair,440000.0,440000.0,184800.0,3360000.0,nan,Power Five,yes,0.13095238095238096
154,North Carolina,ACC,Chris Kapilovic,436450.0,436450.0,72742.0,2862500.0,nan,Power Five,yes,0.152471615720524
155,Florida State,ACC,Brad Lawing,434000.0,434000.0,77333.0,4691000.0,nan,Power Five,yes,0.09251758686847154
156,Kansas State,Big 12,Sean Snyder,422500.0,431100.0,155200.0,3001600.0,nan,Power Five,yes,0.14075826226012794
157,Oklahoma,Big 12,Cale Gundy,430000.0,430000.0,60200.0,4310000.0,nan,Power Five,yes,0.09976798143851508
158,Clemson,ACC,Brandon Streeter,430000.0,430000.0,95000.0,5725000.0,nan,Power Five,yes,0.07510917030567686
159,Mississippi State,SEC,Greg Knox,425000.0,425000.0,33333.0,3195000.0,nan,Power Five,yes,0.13302034428794993
160,Central Florida,AAC,Erik Chinander,425000.0,425000.0,0.0,2325000.0,nan,Others,yes,0.1827956989247312
161,Purdue,Big Ten,Anthony Poindexter,425000.0,425000.0,136000.0,3050000.0,nan,Power Five,yes,0.13934426229508196
162,Mississippi,SEC,Bradley Dale Peveto,425000.0,425000.0,0.0,4075000.0,nan,Power Five,yes,0.10429447852760736
163,Kentucky,SEC,Vince Marrow,425000.0,425000.0,70833.0,4025000.0,nan,Power Five,yes,0.10559006211180125
164,North Carolina,ACC,Terry Joseph,425000.0,425000.0,70833.0,2862500.0,nan,Power Five,yes,0.14847161572052403
165,Florida State,ACC,Jay Graham,422000.0,422000.0,77833.0,4691000.0,nan,Power Five,yes,0.08995949690897463
166,Florida,SEC,Greg Nord,421500.0,421500.0,168000.0,4997825.0,nan,Power Five,yes,0.08433668645860949
167,Auburn,SEC,Herb Hand,420000.0,420000.0,102500.0,4875000.0,nan,Power Five,yes,0.08615384615384615
168,Virginia Tech,ACC,James Shibest,420000.0,420000.0,0.0,3384000.0,nan,Power Five,yes,0.12411347517730496
169,Arizona State,Pac-12,Shawn Slocum,420000.0,420000.0,123400.0,3520000.0,nan,Power Five,yes,0.11931818181818182
170,Clemson,ACC,Mike Reed,420000.0,420000.0,95000.0,5725000.0,nan,Power Five,yes,0.07336244541484715
171,Kansas State,Big 12,Charlie Dickey,420000.0,420000.0,157600.0,3001600.0,nan,Power Five,yes,0.13992537313432835
172,Missouri,SEC,Andy Hill,417500.0,417500.0,131900.0,3778000.0,nan,Power Five,yes,0.11050820539968237
173,Ohio State,Big Ten,Greg Studrawa,410000.0,410000.0,156825.0,4485000.0,nan,Power Five,yes,0.09141583054626533
174,UCLA,Pac-12,Hank Fraley,410000.0,410000.0,100000.0,3707500.0,nan,Power Five,yes,0.11058664868509778
175,LSU,SEC,Corey Raymond,410000.0,410000.0,75000.0,5915000.0,nan,Power Five,yes,0.06931530008453085
176,Virginia,ACC,Nick Howell,410000.0,410000.0,100000.0,2710000.0,nan,Power Five,yes,0.15129151291512916
177,UCLA,Pac-12,Angus McClure,410000.0,410000.0,100000.0,3707500.0,nan,Power Five,yes,0.11058664868509778
178,Alabama,SEC,Derrick Ansley,405000.0,405000.0,89100.0,5995000.0,nan,Power Five,yes,0.06755629691409508
179,Iowa,Big Ten,Seth Wallace,400000.0,400000.0,80000.0,3870000.0,nan,Power Five,yes,0.10335917312661498
180,Maryland,Big Ten,Chris Beatty,400000.0,400000.0,130000.0,3185000.0,nan,Power Five,yes,0.12558869701726844
181,Maryland,Big Ten,Jimmy Brumbaugh,400000.0,400000.0,175000.0,3185000.0,nan,Power Five,yes,0.12558869701726844
182,Texas,Big 12,Oscar Giles,400000.0,400000.0,95000.0,4600000.0,nan,Power Five,yes,0.08695652173913043
183,Oklahoma State,Big 12,Josh Henson,400000.0,400000.0,115000.0,3641314.0,nan,Power Five,yes,0.1098504550829728
184,Mississippi,SEC,Derrick Nix,400000.0,400000.0,0.0,4075000.0,nan,Power Five,yes,0.09815950920245399
185,Mississippi,SEC,Maurice Harris,400000.0,400000.0,0.0,4075000.0,nan,Power Five,yes,0.09815950920245399
186,Mississippi,SEC,Jason Jones,400000.0,400000.0,0.0,4075000.0,nan,Power Five,yes,0.09815950920245399
187,Purdue,Big Ten,Brian Brohm,400000.0,400000.0,128000.0,3050000.0,nan,Power Five,yes,0.13114754098360656
188,Alabama,SEC,Brent Key,400000.0,400000.0,88000.0,5995000.0,nan,Power Five,yes,0.06672226855713094
189,Ohio State,Big Ten,Ryan Day,400000.0,400000.0,153000.0,4485000.0,nan,Power Five,yes,0.08918617614269789
190,Missouri,SEC,Brick Haley,400000.0,400000.0,127003.0,3778000.0,nan,Power Five,yes,0.10587612493382742
191,Texas A&M,SEC,Jim Turner,400000.0,400000.0,96000.0,4818000.0,nan,Power Five,yes,0.08302200083022
192,Nebraska,Big Ten,Keith Williams,400000.0,400000.0,160000.0,3725375.0,nan,Power Five,yes,0.10737174109988927
193,Nebraska,Big Ten,Trent Bray,400000.0,400000.0,160000.0,3725375.0,nan,Power Five,yes,0.10737174109988927
194,Nebraska,Big Ten,Donte Williams,400000.0,400000.0,160000.0,3725375.0,nan,Power Five,yes,0.10737174109988927
195,Auburn,SEC,Greg Brown,400000.0,400000.0,102500.0,4875000.0,nan,Power Five,yes,0.08205128205128205
196,Oklahoma,Big 12,Jay Boulware,400000.0,400000.0,71458.0,4310000.0,nan,Power Five,yes,0.09280742459396751
197,Texas,Big 12,Derek Warehime,400000.0,400000.0,95000.0,4600000.0,nan,Power Five,yes,0.08695652173913043
198,Houston,AAC,Mark D'Onofrio,400000.0,400000.0,120000.0,2105000.0,nan,Others,yes,0.19002375296912113
199,Oklahoma State,Big 12,Joe Bob Clements,400000.0,400000.0,115000.0,3641314.0,nan,Power Five,yes,0.1098504550829728
200,Kansas,Big 12,Tony Hull,400000.0,400000.0,0.0,2958599.0,nan,Power Five,yes,0.13519912634324557
201,Arkansas,SEC,Michael Smith,400000.0,400000.0,133333.0,3947000.0,nan,Power Five,yes,0.10134279199391943
202,Kansas,Big 12,Kenny Perry,399999.0,399999.0,50000.0,2958599.0,nan,Power Five,yes,0.1351987883454297
203,Tulsa,AAC,Bill Young,398831.0,398831.0,,,nan,Others,no,
204,Tulsa,AAC,Brian Norwood,387657.0,387657.0,,,nan,Others,no,
205,Oregon,Pac-12,Keith Heyward,375000.0,375000.0,130000.0,3945000.0,nan,Power Five,yes,0.09505703422053231
206,Georgia,SEC,Kevin Sherrer,375000.0,375000.0,195000.0,4565200.0,nan,Power Five,yes,0.08214317006921931
207,Colorado,Pac-12,Darrin Chiaverini,375000.0,375000.0,78125.0,3066269.0,nan,Power Five,yes,0.12229846761650723
208,Oregon State,Pac-12,Kevin McGiven,375000.0,375000.0,106943.0,2590032.0,nan,Power Five,yes,0.14478585592764878
209,Oregon State,Pac-12,T.J. Woods,375000.0,375000.0,106943.0,2590032.0,nan,Power Five,yes,0.14478585592764878
210,Alabama,SEC,Joe Pannunzio,375000.0,375000.0,82500.0,5995000.0,nan,Power Five,yes,0.06255212677231026
211,Arkansas,SEC,Chad Walker,375000.0,375000.0,125000.0,3947000.0,nan,Power Five,yes,0.09500886749429947
212,Mississippi,SEC,Jacob Peeler,375000.0,375000.0,0.0,4075000.0,nan,Power Five,yes,0.09202453987730061
213,Minnesota,Big Ten,Ed Warinner,375000.0,375000.0,75000.0,3435000.0,nan,Power Five,yes,0.1091703056768559
214,Auburn,SEC,Tim Horton,375000.0,375000.0,133750.0,4875000.0,nan,Power Five,yes,0.07692307692307693
215,Kentucky,SEC,John Schlarman,375000.0,375000.0,62500.0,4025000.0,nan,Power Five,yes,0.09316770186335403
216,Missouri,SEC,Ryan Walters,375000.0,375000.0,120000.0,3778000.0,nan,Power Five,yes,0.09925886712546321
217,Texas A&M,SEC,Jeff Banks,375000.0,375000.0,90000.0,4818000.0,nan,Power Five,yes,0.07783312577833126
218,Louisville,ACC,Mike Summers,375000.0,375000.0,0.0,3618500.0,nan,Power Five,yes,0.1036341025286721
219,Louisville,ACC,Lorenzo Ward,375000.0,375000.0,0.0,3618500.0,nan,Power Five,yes,0.1036341025286721
220,Arkansas,SEC,Kurt Anderson,370000.0,370000.0,123333.0,3947000.0,nan,Power Five,yes,0.09374208259437547
221,Oklahoma,Big 12,Tim Kish,370000.0,370000.0,68542.0,4310000.0,nan,Power Five,yes,0.08584686774941995
222,Missouri,SEC,Cornell Ford,360500.0,360500.0,115940.0,3778000.0,nan,Power Five,yes,0.09542085759661197
223,Mississippi State,SEC,Terrell Buckley,360000.0,360000.0,29167.0,3195000.0,nan,Power Five,yes,0.11267605633802817
224,Oklahoma State,Big 12,Kasey Dunn,360000.0,360000.0,115000.0,3641314.0,nan,Power Five,yes,0.09886540957467552
225,Missouri,SEC,Glen Elarbee,360000.0,360000.0,115800.0,3778000.0,nan,Power Five,yes,0.09528851244044469
226,UCLA,Pac-12,Rip Scherer,360000.0,360000.0,100000.0,3707500.0,nan,Power Five,yes,0.09710047201618341
227,UCLA,Pac-12,Jimmie Dougherty,360000.0,360000.0,100000.0,3707500.0,nan,Power Five,yes,0.09710047201618341
