rank,school,conf,astcoach,schoolpay,otherpay,totalpay,maxbonus,stafftotal,category,complete,proportion
756,Georgia Southern,Sun Belt,Alex Atkins,100000.0,0.0,100000.0,14500.0,930450.0,Others,yes,0.10747487774732656
757,Bowling Green,MAC,Tom Kaufman,100000.0,0.0,100000.0,7000.0,807112.0,Others,yes,0.1238985419619582
758,Western Michigan,MAC,Timothy McGarigle,100000.0,0.0,100000.0,5000.0,1037500.0,Others,yes,0.0963855421686747
759,Appalachian State,Sun Belt,Frank Ponce,100000.0,,100000.0,9000.0,936500.0,Others,yes,0.10678056593699947
760,Georgia Southern,Sun Belt,Kevin Peoples,100000.0,0.0,100000.0,14500.0,930450.0,Others,yes,0.10747487774732656
761,Florida International,C-USA,Greg Moss,99000.0,0.0,99000.0,12500.0,1077200.0,Others,yes,0.09190493873004085
762,Massachusetts,MAC,Mark Michaels,98000.0,0.0,98000.0,14667.0,832930.0,Others,yes,0.11765694596184553
763,Texas State,Sun Belt,Brad Bedell,97000.0,,97000.0,0.0,832300.0,Others,yes,0.11654451519884657
764,Akron,MAC,Jeff Bowden,96900.0,0.0,96900.0,21706.0,934220.0,Others,yes,0.10372289182419558
765,Marshall,C-USA,J.C. Price,94500.0,1450.0,95950.0,15750.0,1141476.0,Others,yes,0.0827875487526676
766,Marshall,C-USA,Sean Cronin,94500.0,1450.0,95950.0,15750.0,1141476.0,Others,yes,0.0827875487526676
767,Northern Illinois,MAC,Brett Diersen,95004.0,0.0,95004.0,24834.0,885020.0,Others,yes,0.10734672662764683
768,Louisiana-Lafayette,Sun Belt,Marquase Lovings,95000.0,0.0,95000.0,0.0,1040000.0,Others,yes,0.09134615384615384
769,Central Michigan,MAC,Mose Rison,95000.0,0.0,95000.0,0.0,863380.0,Others,yes,0.1100326623271329
770,Western Michigan,MAC,Mike Hart,95000.0,0.0,95000.0,5000.0,1037500.0,Others,yes,0.09156626506024096
771,Western Michigan,MAC,Vinson Reynolds,95000.0,0.0,95000.0,5000.0,1037500.0,Others,yes,0.09156626506024096
772,Bowling Green,MAC,Sean Lewis,95000.0,0.0,95000.0,7000.0,807112.0,Others,yes,0.11770361486386029
773,Bowling Green,MAC,Mike Lynch,95000.0,0.0,95000.0,7000.0,807112.0,Others,yes,0.11770361486386029
774,Buffalo,MAC,Chris Simpson,95000.0,,95000.0,0.0,928540.0,Others,yes,0.10231115514678958
775,Florida Atlantic,C-USA,Bart Miller,90000.0,4000.0,94000.0,0.0,846050.0,Others,yes,0.1063766916848886
776,North Texas,C-USA,Kevin Patrick,93800.0,0.0,93800.0,7750.0,1158150.0,Others,yes,0.08099123602296766
777,Middle Tennessee,C-USA,Rick Mallory,90000.0,3000.0,93000.0,11250.0,1166061.0,Others,yes,0.07718292610763931
778,Fresno State,Mt. West,Jordan Peterson,92700.0,0.0,92700.0,0.0,1391242.0,Others,yes,0.0666311109066575
779,Utah State,Mt. West,Joe Lorig,92156.0,0.0,92156.0,7680.0,1162973.0,Others,yes,0.07924173648055458
780,Central Michigan,MAC,Derek Frazier,92150.0,0.0,92150.0,0.0,863380.0,Others,yes,0.10673168245731891
781,Central Michigan,MAC,Mike Dietzel,92150.0,0.0,92150.0,0.0,863380.0,Others,yes,0.10673168245731891
782,Arkansas State,Sun Belt,Dan Dodd,90000.0,2000.0,92000.0,7500.0,1183000.0,Others,yes,0.0760777683854607
783,Arkansas State,Sun Belt,Allen Johnson,90000.0,2000.0,92000.0,7500.0,1183000.0,Others,yes,0.0760777683854607
784,Arkansas State,Sun Belt,Brian Early,90000.0,2000.0,92000.0,7500.0,1183000.0,Others,yes,0.0760777683854607
785,Arkansas State,Sun Belt,Anthony Tucker,90000.0,2000.0,92000.0,7500.0,1183000.0,Others,yes,0.0760777683854607
786,Troy,Sun Belt,Al Pogue,91800.0,,91800.0,11475.0,1198233.0,Others,yes,0.07661281236620925
787,Akron,MAC,A.J. Milwee,91800.0,0.0,91800.0,20856.0,934220.0,Others,yes,0.09826379225450108
788,Akron,MAC,Michael Woodford,91800.0,0.0,91800.0,20856.0,934220.0,Others,yes,0.09826379225450108
789,Buffalo,MAC,Matt Simon,91540.0,,91540.0,0.0,928540.0,Others,yes,0.09858487518039072
790,Louisiana Tech,C-USA,Joe Sloan,90000.0,1503.0,91503.0,0.0,1066503.0,Others,yes,0.08438794827581357
791,Marshall,C-USA,Mike Furrey,90000.0,1450.0,91450.0,15000.0,1141476.0,Others,yes,0.07884528452635009
792,Louisiana Tech,C-USA,Tim Rattay,90000.0,1000.0,91000.0,0.0,1066503.0,Others,yes,0.08438794827581357
793,Toledo,MAC,Tom Manning,90678.0,320.0,90998.0,0.0,886297.0,Others,yes,0.10231107630963436
794,Bowling Green,MAC,Nick Monroe,90600.0,0.0,90600.0,7000.0,807112.0,Others,yes,0.11225207901753412
795,Texas-San Antonio,C-USA,Perry Eliano,89250.0,1300.0,90550.0,2000.0,808681.0,Others,yes,0.11036490284797096
796,Nevada,Mt. West,Cheston Blackshear,90500.0,0.0,90500.0,3750.0,1249500.0,Others,yes,0.07242897158863545
797,Ball State,MAC,Shannon Morrison,89000.0,1350.0,90350.0,0.0,910300.0,Others,yes,0.09776996594529276
798,Central Michigan,MAC,George Ricumstrict,90000.0,0.0,90000.0,0.0,863380.0,Others,yes,0.10424146957307327
799,Southern Mississippi,C-USA,Lytrel Pollard,90000.0,0.0,90000.0,7500.0,1055000.0,Others,yes,0.08530805687203792
800,Western Michigan,MAC,Brian Callahan,90000.0,0.0,90000.0,5000.0,1037500.0,Others,yes,0.08674698795180723
801,Appalachian State,Sun Belt,Stu Holt,90000.0,,90000.0,20000.0,936500.0,Others,yes,0.09610250934329952
802,Eastern Michigan,MAC,Aaron Keen,90000.0,0.0,90000.0,0.0,864676.0,Others,yes,0.10408522961201652
803,New Mexico,Mt. West,Clay Davie,90000.0,,90000.0,0.0,1363070.0,Others,yes,0.06602742338984792
804,Florida International,C-USA,Tim Harris Jr.,90000.0,0.0,90000.0,12500.0,1077200.0,Others,yes,0.08354994430003714
805,Louisiana-Lafayette,Sun Belt,Levorn Harbin,90000.0,,90000.0,0.0,1040000.0,Others,yes,0.08653846153846154
806,Old Dominion,C-USA,Bill Dee,86700.0,2950.0,89650.0,0.0,1062738.0,Others,yes,0.08158172569344467
807,Wyoming,Mt. West,Mike Bath,88008.0,1300.0,89308.0,7334.0,1224315.0,Others,yes,0.07188346136410972
808,Ohio,MAC,Brian Haines,87848.0,1400.0,89248.0,0.0,898290.0,Others,yes,0.0977946988166405
809,Ohio,MAC,Jesse Williams,88889.0,0.0,88889.0,0.0,898290.0,Others,yes,0.09895356733348919
810,Massachusetts,MAC,Shane Waldron,87996.0,800.0,88796.0,0.0,832930.0,Others,yes,0.10564633282508734
811,Northern Illinois,MAC,Thaddeus Ward,88002.0,0.0,88002.0,23834.0,885020.0,Others,yes,0.09943504101602224
812,Northern Illinois,MAC,Joe Tripodi,88002.0,0.0,88002.0,23834.0,885020.0,Others,yes,0.09943504101602224
813,Marshall,C-USA,Todd Goebbel,87500.0,,87500.0,14583.0,1141476.0,Others,yes,0.07665513773395148
814,Western Kentucky,C-USA,Ken Delgado,85008.0,2000.0,87008.0,0.0,1054792.0,Others,yes,0.08059219258394072
815,Northern Illinois,MAC,Craig Harmon,82002.0,5000.0,87002.0,22500.0,885020.0,Others,yes,0.09265553320828908
816,Troy,Sun Belt,Sean Reagan,87000.0,0.0,87000.0,10875.0,1198233.0,Others,yes,0.07260691368039437
817,Eastern Michigan,MAC,Jimmy Williams,86700.0,0.0,86700.0,0.0,864676.0,Others,yes,0.10026877119290925
818,Eastern Michigan,MAC,Todd Frakes,86700.0,0.0,86700.0,0.0,864676.0,Others,yes,0.10026877119290925
819,Eastern Michigan,MAC,Ryan Grubb,86700.0,0.0,86700.0,0.0,864676.0,Others,yes,0.10026877119290925
820,Miami (Ohio),MAC,Bill Brechin,86000.0,0.0,86000.0,0.0,863310.0,Others,yes,0.0996165919542227
821,Ball State,MAC,Nick Siatras,85000.0,950.0,85950.0,0.0,910300.0,Others,yes,0.09337581017247061
822,Ohio,MAC,Dave Johnson,85752.0,0.0,85752.0,0.0,898290.0,Others,yes,0.09546137661556958
823,Texas State,Sun Belt,Brad Franchione,84000.0,1500.0,85500.0,0.0,832300.0,Others,yes,0.10092514718250631
824,Ball State,MAC,Alex Bailey,85000.0,200.0,85200.0,0.0,910300.0,Others,yes,0.09337581017247061
825,South Alabama,Sun Belt,Tracy Buckhannon,85000.0,,85000.0,13167.0,1135459.0,Others,yes,0.07485959422577125
826,Buffalo,MAC,D.J. Vokolek,85000.0,,85000.0,0.0,928540.0,Others,yes,0.09154155986818015
827,Bowling Green,MAC,Tom Freeman,85000.0,0.0,85000.0,7000.0,807112.0,Others,yes,0.10531376066766446
828,Georgia Southern,Sun Belt,Dell McGee,85000.0,0.0,85000.0,14500.0,930450.0,Others,yes,0.09135364608522757
829,Troy,Sun Belt,Bam Hardmon,85000.0,,85000.0,10625.0,1198233.0,Others,yes,0.07093778922797152
830,Akron,MAC,Otis Mounds,85000.0,0.0,85000.0,19723.0,934220.0,Others,yes,0.09098499282824174
831,UCLA,Pac-12,Scott White,85000.0,0.0,85000.0,100000.0,3969000.0,Power Five,yes,0.02141597379692618
832,Southern Mississippi,C-USA,Justin Roberts,85000.0,,85000.0,0.0,1055000.0,Others,yes,0.08056872037914692
833,Miami (Ohio),MAC,Joe Palcic,84660.0,0.0,84660.0,0.0,863310.0,Others,yes,0.09806442645168016
834,Florida Atlantic,C-USA,Terrance Jamison,80000.0,4450.0,84450.0,0.0,846050.0,Others,yes,0.09455705927545653
835,Ball State,MAC,Daryl Dixon,83000.0,1350.0,84350.0,0.0,910300.0,Others,yes,0.09117873228605954
836,Toledo,MAC,Eli Rasheed,83742.0,450.0,84192.0,0.0,886297.0,Others,yes,0.09448525719933612
837,Toledo,MAC,Anthony Johnson,83742.0,,83742.0,0.0,886297.0,Others,yes,0.09448525719933612
838,Toledo,MAC,Derek Sage,83742.0,,83742.0,0.0,886297.0,Others,yes,0.09448525719933612
839,Charlotte,C-USA,Phil Ratliff,83425.0,,83425.0,0.0,647025.0,Others,yes,0.1289362853058228
840,Illinois,Big Ten,Nathan Scheelhaase,83333.0,,83333.0,10000.0,2011208.0,Power Five,yes,0.041434302170635755
841,Eastern Michigan,MAC,Herb Haygood,83000.0,0.0,83000.0,0.0,864676.0,Others,yes,0.09598971175330413
842,Middle Tennessee,C-USA,Tommy West,80000.0,3000.0,83000.0,10000.0,1166061.0,Others,yes,0.06860704542901272
843,Georgia Southern,Sun Belt,Chad Lunsford,80000.0,2550.0,82550.0,14500.0,930450.0,Others,yes,0.08597990219786125
844,Kent State,MAC,Shawn Clark,82154.0,0.0,82154.0,0.0,718436.0,Others,yes,0.11435117393894516
845,Buffalo,MAC,Tim Edwards,82000.0,,82000.0,0.0,928540.0,Others,yes,0.08831068128459732
846,Ohio,MAC,Dwayne Dixon,80153.0,1390.0,81543.0,0.0,898290.0,Others,yes,0.08922842289238442
847,Marshall,C-USA,Chris Barclay,80000.0,1450.0,81450.0,13333.0,1141476.0,Others,yes,0.07008469735675564
848,Central Michigan,MAC,Sherrone Moore,80930.0,0.0,80930.0,0.0,863380.0,Others,yes,0.09373624591720911
849,Illinois,Big Ten,Ryan Cubit,80650.0,0.0,80650.0,16130.0,2011208.0,Power Five,yes,0.040100278041853454
850,Texas-San Antonio,C-USA,Mike Markuson,80000.0,650.0,80650.0,2000.0,808681.0,Others,yes,0.09892652356120646
851,Massachusetts,MAC,Spencer Whipple,79530.0,1100.0,80630.0,11292.0,832930.0,Others,yes,0.09548221339128138
852,Toledo,MAC,Tyson Veidt,80621.0,,80621.0,0.0,886297.0,Others,yes,0.0909638642576924
853,Massachusetts,MAC,Liam Coen,79101.0,1000.0,80101.0,11458.0,832930.0,Others,yes,0.09496716410742799
854,Texas State,Sun Belt,Mike Hudson,78000.0,2100.0,80100.0,0.0,832300.0,Others,yes,0.09371620809804157
855,Louisiana-Monroe,Sun Belt,Travis Niekamp,80000.0,50.0,80050.0,3500.0,683050.0,Others,yes,0.11712173340165434
856,Northern Illinois,MAC,Ross Watson,80004.0,,80004.0,16500.0,885020.0,Others,yes,0.09039795710831394
857,Central Michigan,MAC,Gino Guidugli,80000.0,0.0,80000.0,0.0,863380.0,Others,yes,0.09265908406495402
858,Central Michigan,MAC,Archie Collins,80000.0,0.0,80000.0,0.0,863380.0,Others,yes,0.09265908406495402
859,Georgia Southern,Sun Belt,Matt Barrett,80000.0,0.0,80000.0,14500.0,930450.0,Others,yes,0.08597990219786125
860,Western Michigan,MAC,Rob Wenger,80000.0,0.0,80000.0,5000.0,1037500.0,Others,yes,0.07710843373493977
861,Troy,Sun Belt,Cornelius Williams,80000.0,,80000.0,10000.0,1198233.0,Others,yes,0.06676497809691437
862,Louisiana Tech,C-USA,Karl Scott,80000.0,0.0,80000.0,0.0,1066503.0,Others,yes,0.07501150957850095
863,Middle Tennessee,C-USA,Kodi Burns,80000.0,0.0,80000.0,10000.0,1166061.0,Others,yes,0.06860704542901272
864,Louisiana-Monroe,Sun Belt,Jason Nichols,80000.0,0.0,80000.0,3500.0,683050.0,Others,yes,0.11712173340165434
865,Western Michigan,MAC,Bill Kenney,80000.0,0.0,80000.0,5000.0,1037500.0,Others,yes,0.07710843373493977
866,Appalachian State,Sun Belt,Justin Watts,80000.0,,80000.0,17000.0,936500.0,Others,yes,0.08542445274959957
867,Louisiana-Lafayette,Sun Belt,Charlie Harbison,80000.0,,80000.0,0.0,1040000.0,Others,yes,0.07692307692307693
868,Florida Atlantic,C-USA,Chris Hurd,75000.0,4500.0,79500.0,0.0,846050.0,Others,yes,0.0886472430707405
869,Florida Atlantic,C-USA,Dan Shula,75000.0,4100.0,79100.0,0.0,846050.0,Others,yes,0.0886472430707405
870,Louisiana-Monroe,Sun Belt,John Mumford,79000.0,0.0,79000.0,3500.0,683050.0,Others,yes,0.11565771173413367
871,Toledo,MAC,Darrell McDonald,78540.0,450.0,78990.0,0.0,886297.0,Others,yes,0.08861589286661244
872,Idaho,Sun Belt,Jason Shumaker,78042.0,,78042.0,0.0,747637.0,Others,yes,0.10438488196812089
873,Northern Illinois,MAC,Kelvin Sigler,78000.0,0.0,78000.0,23000.0,885020.0,Others,yes,0.08813360150053107
874,Northern Illinois,MAC,Kelton Copeland,78000.0,0.0,78000.0,23000.0,885020.0,Others,yes,0.08813360150053107
875,Texas State,Sun Belt,Ashley Ambrose,78000.0,,78000.0,0.0,832300.0,Others,yes,0.09371620809804157
876,Texas-El Paso,C-USA,Andrew Browning,77675.0,0.0,77675.0,35559.0,1191241.0,Others,yes,0.0652051096293697
877,Miami (Ohio),MAC,John Hauser,77520.0,0.0,77520.0,0.0,863310.0,Others,yes,0.0897939326545505
878,Miami (Ohio),MAC,Corey Brown,77520.0,0.0,77520.0,0.0,863310.0,Others,yes,0.0897939326545505
879,Western Michigan,MAC,Matthew Simon,77500.0,0.0,77500.0,5000.0,1037500.0,Others,yes,0.0746987951807229
880,Utah State,Mt. West,Kendrick Shaver,75000.0,1800.0,76800.0,6250.0,1162973.0,Others,yes,0.06448988927515945
881,Ball State,MAC,Patrick Dougherty,76000.0,650.0,76650.0,0.0,910300.0,Others,yes,0.08348895968362079
882,Eastern Michigan,MAC,Jay Peterson,76500.0,0.0,76500.0,0.0,864676.0,Others,yes,0.08847244517021405
883,Florida Atlantic,C-USA,Corey Bell,72000.0,4100.0,76100.0,0.0,846050.0,Others,yes,0.08510135334791089
884,Utah State,Mt. West,Ikaika Malloe,75000.0,1000.0,76000.0,6250.0,1162973.0,Others,yes,0.06448988927515945
885,Eastern Michigan,MAC,Daniel Bullocks,76000.0,0.0,76000.0,0.0,864676.0,Others,yes,0.08789419389459173
886,Utah State,Mt. West,Jovon Bouknight,75000.0,1000.0,76000.0,6250.0,1162973.0,Others,yes,0.06448988927515945
887,San Jose State,Mt. West,Andrew Rolin,74976.0,500.0,75476.0,3000.0,1073832.0,Others,yes,0.06982097758308563
888,Texas-San Antonio,C-USA,Eric Roark,74580.0,650.0,75230.0,2000.0,808681.0,Others,yes,0.09222425158993472
889,Florida Atlantic,C-USA,Ben Strickland,75000.0,0.0,75000.0,0.0,846050.0,Others,yes,0.0886472430707405
890,Buffalo,MAC,Daryl Agpalsa,75000.0,,75000.0,0.0,928540.0,Others,yes,0.08077196458957073
891,New Mexico State,Sun Belt,Oliver Soukup,75000.0,,75000.0,0.0,646883.0,Others,yes,0.11594059513080418
892,Ohio,MAC,Anthony Perkins,75000.0,0.0,75000.0,0.0,898290.0,Others,yes,0.08349196807267141
893,Appalachian State,Sun Belt,Mark Ivey,75000.0,,75000.0,17000.0,936500.0,Others,yes,0.0800854244527496
894,Western Kentucky,C-USA,JaMarcus Shephard,72000.0,2000.0,74000.0,50000.0,1054792.0,Others,yes,0.06825990337431456
895,Wyoming,Mt. West,John Richardson,70008.0,3275.0,73283.0,5834.0,1224315.0,Others,yes,0.05718136263951679
896,Texas-San Antonio,C-USA,Charles Reeve,72407.0,850.0,73257.0,2000.0,808681.0,Others,yes,0.08953715989370345
897,Air Force,Mt. West,Jacob Campbell,73000.0,0.0,73000.0,21900.0,1518000.0,Others,yes,0.04808959156785244
898,Idaho,Sun Belt,Bryce Erickson,72842.0,,72842.0,0.0,747637.0,Others,yes,0.09742963496991187
899,Toledo,MAC,Bryan Gasser,71910.0,450.0,72360.0,0.0,886297.0,Others,yes,0.08113533048176853
900,Texas-San Antonio,C-USA,Jeff Popovich,71070.0,850.0,71920.0,2000.0,808681.0,Others,yes,0.08788385036868679
901,Akron,MAC,Trent Boykin,71400.0,0.0,71400.0,17456.0,934220.0,Others,yes,0.07642739397572307
902,Texas-San Antonio,C-USA,Tony Jeffery,71070.0,,71070.0,2000.0,808681.0,Others,yes,0.08788385036868679
903,Miami (Ohio),MAC,Pat Welsh,71000.0,0.0,71000.0,0.0,863310.0,Others,yes,0.08224160498546293
904,San Jose State,Mt. West,Joe Staab,70968.0,0.0,70968.0,3000.0,1073832.0,Others,yes,0.06608855016427151
905,North Texas,C-USA,LaMarcus Hicks,70800.0,0.0,70800.0,5833.0,1158150.0,Others,yes,0.06113197772309286
906,Idaho,Sun Belt,Aric Williams,70034.0,,70034.0,0.0,747637.0,Others,yes,0.093673801590879
907,Georgia Southern,Sun Belt,Michael Mutz,70000.0,0.0,70000.0,14500.0,930450.0,Others,yes,0.0752324144231286
908,Southern Mississippi,C-USA,John Simon,70000.0,0.0,70000.0,5833.0,1055000.0,Others,yes,0.06635071090047394
909,Louisiana-Lafayette,Sun Belt,Melvin Smith,70000.0,,70000.0,0.0,1040000.0,Others,yes,0.0673076923076923
910,Texas-El Paso,C-USA,Weston Glaser,70000.0,,70000.0,39167.0,1191241.0,Others,yes,0.0587622487808932
911,Texas-San Antonio,C-USA,Polo Gutierrez,69010.0,850.0,69860.0,2000.0,808681.0,Others,yes,0.08533649238698572
912,Kent State,MAC,Dave McMichael,69728.0,0.0,69728.0,0.0,718436.0,Others,yes,0.09705527005885006
913,New Mexico State,Sun Belt,R. Todd Littlejohn,68332.0,800.0,69132.0,0.0,646883.0,Others,yes,0.10563270328637482
914,Florida Atlantic,C-USA,Jared Allen,62500.0,5500.0,68000.0,0.0,846050.0,Others,yes,0.07387270255895041
915,Wyoming,Mt. West,Gordie Haug,60000.0,6200.0,66200.0,5000.0,1224315.0,Others,yes,0.04900699574864312
916,Miami (Ohio),MAC,Israel Woolfork,66000.0,,66000.0,0.0,863310.0,Others,yes,0.076449942662543
917,Idaho,Sun Belt,Al Pupunu,65936.0,,65936.0,0.0,747637.0,Others,yes,0.08819253193729042
918,Idaho,Sun Belt,Charley Molnar,65728.0,,65728.0,0.0,747637.0,Others,yes,0.08791432205736206
919,New Mexico State,Sun Belt,Kerry Locklin,65650.0,0.0,65650.0,0.0,646883.0,Others,yes,0.10148666760449726
920,Akron,MAC,Eric Hickson,65000.0,0.0,65000.0,16389.0,934220.0,Others,yes,0.06957675922159663
921,Louisiana-Monroe,Sun Belt,Mario Price,65000.0,0.0,65000.0,3500.0,683050.0,Others,yes,0.09516140838884415
922,Massachusetts,MAC,Charles Walker,64101.0,0.0,64101.0,11458.0,832930.0,Others,yes,0.07695844788877818
923,New Mexico State,Sun Belt,Brian Bell,64000.0,,64000.0,0.0,646883.0,Others,yes,0.09893597451161956
924,Georgia State,Sun Belt,Eric Lewis,62600.0,1000.0,63600.0,0.0,950700.0,Others,yes,0.06584621857578626
925,New Mexico State,Sun Belt,Kevin McKeethan,60801.0,1500.0,62301.0,0.0,646883.0,Others,yes,0.09399072166064033
926,Texas State,Sun Belt,Jason Johnson,60000.0,2100.0,62100.0,0.0,832300.0,Others,yes,0.07208939084464737
927,Idaho,Sun Belt,Kenny Holmes,61277.0,,61277.0,0.0,747637.0,Others,yes,0.08196089813639507
928,Middle Tennessee,C-USA,Mike Polly,57804.0,3000.0,60804.0,7226.0,1166061.0,Others,yes,0.04957202067473314
929,Kent State,MAC,Ben Needham,60426.0,0.0,60426.0,0.0,718436.0,Others,yes,0.08410770061633882
930,Kent State,MAC,Hank Poteat,60000.0,0.0,60000.0,0.0,718436.0,Others,yes,0.08351474592030467
931,Bowling Green,MAC,Mike Mickens,60000.0,0.0,60000.0,7000.0,807112.0,Others,yes,0.07433912517717492
932,Appalachian State,Sun Belt,Bryan Brown,60000.0,,60000.0,17000.0,936500.0,Others,yes,0.06406833956219968
933,Louisiana-Monroe,Sun Belt,Matt Clark,60000.0,,60000.0,3500.0,683050.0,Others,yes,0.08784130005124076
934,New Mexico State,Sun Belt,Cory Martin,60000.0,,60000.0,0.0,646883.0,Others,yes,0.09275247610464335
935,South Carolina,SEC,Travelle Wharton,60000.0,,60000.0,0.0,3995600.0,Power Five,yes,0.015016518169986986
936,Massachusetts,MAC,Darrius Smith,59500.0,,59500.0,11458.0,832930.0,Others,yes,0.07143457433397765
937,Kent State,MAC,Jeff Burrow,59282.0,0.0,59282.0,0.0,718436.0,Others,yes,0.08251535279412502
938,Kent State,MAC,Doc Gamble,58346.0,0.0,58346.0,0.0,718436.0,Others,yes,0.08121252275776826
939,Kent State,MAC,Mark Spencer,58000.0,0.0,58000.0,0.0,718436.0,Others,yes,0.08073092105629451
940,Western Kentucky,C-USA,Ricky Brumfield,55008.0,2000.0,57008.0,50000.0,1054792.0,Others,yes,0.052150566177976324
941,Georgia State,Sun Belt,Larry Knight,54800.0,1000.0,55800.0,0.0,950700.0,Others,yes,0.057641737666982225
942,Charlotte,C-USA,James Adams,55600.0,,55600.0,0.0,647025.0,Others,yes,0.08593176461496851
943,Charlotte,C-USA,Napoleon Sykes,55600.0,,55600.0,0.0,647025.0,Others,yes,0.08593176461496851
944,Western Kentucky,C-USA,Bryan Ellis,55000.0,500.0,55500.0,50000.0,1054792.0,Others,yes,0.05214298174426806
945,Idaho,Sun Belt,Eric Brown,54101.0,,54101.0,0.0,747637.0,Others,yes,0.07236265727886662
946,Old Dominion,C-USA,Sam Perryman,50000.0,3000.0,53000.0,0.0,1062738.0,Others,yes,0.04704828471363591
947,Old Dominion,C-USA,Arick Forest,50000.0,1000.0,51000.0,0.0,1062738.0,Others,yes,0.04704828471363591
948,Georgia State,Sun Belt,Tony Samuel,50000.0,1000.0,51000.0,0.0,950700.0,Others,yes,0.05259282633848743
949,Charlotte,C-USA,Aaron Curry,50000.0,,50000.0,0.0,647025.0,Others,yes,0.07727676674007959
950,Louisiana-Monroe,Sun Belt,Nate Brown,50000.0,,50000.0,3500.0,683050.0,Others,yes,0.07320108337603397
951,Buffalo,MAC,Alan Hensell,50000.0,,50000.0,0.0,928540.0,Others,yes,0.05384797639304715
952,Texas State,Sun Belt,Kyle Tatum,47000.0,3000.0,50000.0,0.0,832300.0,Others,yes,0.0564700228283071
953,Massachusetts,MAC,Steve Costello,47500.0,,47500.0,10458.0,832930.0,Others,yes,0.05702760135905778
954,Bowling Green,MAC,Andrew Sowder,46512.0,0.0,46512.0,7000.0,807112.0,Others,yes,0.057627689837345994
955,Army,Ind.,Danny Verpaele,45000.0,,45000.0,0.0,2220450.0,Others,yes,0.020266162264405863
956,Louisiana-Monroe,Sun Belt,Cody Wells,40000.0,,40000.0,3500.0,683050.0,Others,yes,0.05856086670082717
957,Charlotte,C-USA,Joe Tereshinski,39725.0,,39725.0,0.0,647025.0,Others,yes,0.06139639117499324
958,Charlotte,C-USA,Damien Gary,35725.0,,35725.0,0.0,647025.0,Others,yes,0.05521424983578687
959,Charlotte,C-USA,Johnson Richardson,35725.0,,35725.0,0.0,647025.0,Others,yes,0.05521424983578687
960,Miami (Fla.),ACC,Tim Harris,,,,,,Power Five,yes,
961,Duke,ACC,Mike Guerrieri,,,,,,Power Five,yes,
962,Hawaii,Mt. West,Don Bailey,,,,,,Others,yes,
963,Hawaii,Mt. West,Jake Cookus,,,,,,Others,yes,
964,Hawaii,Mt. West,Abe Elimimian,,,,,,Others,yes,
965,Hawaii,Mt. West,Lance Samuseva,,,,,,Others,yes,
966,Miami (Fla.),ACC,Kevin Beard,,,,,,Power Five,yes,
967,Notre Dame,Ind.,Todd Lyght,,,,,,Others,yes,
968,Southern Methodist,AAC,Joe Craddock,,,,,,Others,yes,
969,Southern Methodist,AAC,Dustin Fry,,,,,,Others,yes,
970,Southern Methodist,AAC,Keith Gunn,,,,,,Others,yes,
971,Southern Methodist,AAC,Claude Mathis,,,,,,Others,yes,
972,Air Force,Mt. West,Capt. Ross Weaver,,,,,1518000.0,Others,yes,
973,Baylor,Big 12,Cris Dishman,,,,,,Power Five,no,
974,Baylor,Big 12,Tate Wallis,,,,,,Power Five,no,
975,Vanderbilt,SEC,Brett Maxie,,,,,,Power Five,yes,
976,Wake Forest,ACC,Kevin Higgins,,,,,,Power Five,yes,
977,Tulane,AAC,Kwahn Drake,,,,,,Others,yes,
978,Stanford,Pac-12,Lance Taylor,,,,,,Power Five,yes,
979,Hawaii,Mt. West,Kurt Gouveia,,,,,,Others,yes,
980,Hawaii,Mt. West,Luke Matthews,,,,,,Others,yes,
981,Notre Dame,Ind.,Autry Denson,,,,,,Others,yes,
982,Navy,AAC,Dan O'Brien,,,,,,Others,yes,
983,Rice,C-USA,Anthony Steward,,,,,,Others,yes,
984,Stanford,Pac-12,Peter Hansen,,,,,,Power Five,yes,
985,Syracuse,ACC,Joe Adam,,,,,,Power Five,yes,
986,Syracuse,ACC,Bobby Acosta,,,,,,Power Five,yes,
987,Temple,AAC,Elijah Robinson,,,,,,Others,yes,
988,Penn State,Big Ten,Terry Smith,,,,,,Power Five,yes,
989,Stanford,Pac-12,Tavita Pritchard,,,,,,Power Five,yes,
990,Hawaii,Mt. West,Chris Naeole,,,,,,Others,yes,
991,Temple,AAC,Marcus Satterfield,,,,,,Others,yes,
992,Duke,ACC,Re'quan Boyette,,,,,,Power Five,yes,
993,Pittsburgh,ACC,Renaldo Hill,,,,,,Power Five,yes,
994,Syracuse,ACC,Tim Lester,,,,,,Power Five,yes,
995,Southern Methodist,AAC,Justin Stepp,,,,,,Others,yes,
996,Brigham Young,Ind.,Garett Tujague,,,,,,Others,yes,
997,Stanford,Pac-12,Morgan Turner,,,,,,Power Five,yes,
998,Air Force,Mt. West,Maj. Mike Walker,,,,,1518000.0,Others,yes,
999,Pittsburgh,ACC,Rob Harley,,,,,,Power Five,yes,
1000,Tulsa,AAC,Sterlin Gilbert,,,,,,Others,no,
1001,Tulsa,AAC,Matt Mattox,,,,,,Others,no,
1002,Duke,ACC,Jeffrey Faris,,,,,,Power Five,yes,
1003,Temple,AAC,Francis Brown,,,,,,Others,yes,
1004,Brigham Young,Ind.,Jason Beck,,,,,,Others,yes,
1005,Brigham Young,Ind.,Mark Atuaia,,,,,,Others,yes,
