rank,school,conf,asscoach,schoolpay,otherpay,totalpay,maxbonus,stafftotal,category
599,Army,Ind.,Keith Gaither,151000.0,,151000.0,30000.0,2220450.0,Others
600,Army,Ind.,Ray McCartney,151000.0,,151000.0,30000.0,2220450.0,Others
601,Houston,AAC,Kenith Pope,151000.0,,151000.0,25670.0,2113000.0,Others
602,Army,Ind.,Kevin Corless,151000.0,,151000.0,30000.0,2220450.0,Others
603,New Mexico State,Sun Belt,Zane Vance,150000.0,800.0,150800.0,0.0,646883.0,Others
604,Old Dominion,C-USA,Ron Whitcomb,130050.0,20470.0,150520.0,0.0,1062738.0,Others
605,Utah,Pac-12,Justin Ena,150000.0,,150000.0,12500.0,2650000.0,Power Five
606,West Virginia,Big 12,Damon Cogdell,150000.0,0.0,150000.0,67500.0,2801000.0,Power Five
607,Southern Mississippi,C-USA,Chip Lindsey,150000.0,0.0,150000.0,12500.0,1055000.0,Others
608,Purdue,Big Ten,Jafar Williams,150000.0,,150000.0,123750.0,2245000.0,Power Five
609,San Diego State,Mt. West,Blane Morgan,150000.0,,150000.0,0.0,1530932.0,Others
610,Air Force,Mt. West,Steed Lobotzke,150000.0,0.0,150000.0,45000.0,1518000.0,Others
611,West Virginia,Big 12,Mark Scott,150000.0,,150000.0,67500.0,2801000.0,Power Five
612,Idaho,Sun Belt,Kris Cinkovich,149677.0,,149677.0,0.0,747637.0,Others
613,Old Dominion,C-USA,Jeff Commissiong,145656.0,2970.0,148626.0,0.0,1062738.0,Others
614,Wyoming,Mt. West,Pete Kaligis,145008.0,3275.0,148283.0,12084.0,1224315.0,Others
615,Nevada-Las Vegas,Mt. West,Joe Seumalo,146450.0,,146450.0,12204.0,1415799.0,Others
616,Georgia Southern,Sun Belt,Jack Curtis,145000.0,0.0,145000.0,14500.0,930450.0,Others
617,Cincinnati,AAC,Jeff Koonz,145000.0,,145000.0,24167.0,1950000.0,Others
618,Cincinnati,AAC,Blake Rolan,145000.0,,145000.0,24167.0,1950000.0,Others
619,North Carolina,ACC,Keith Heckendorf,144035.0,,144035.0,12003.0,2082035.0,Power Five
620,New Mexico,Mt. West,Jason Lenzmeier,141500.0,385.0,141885.0,0.0,1363070.0,Others
621,Eastern Michigan,MAC,Brad McCaslin,141376.0,0.0,141376.0,0.0,864676.0,Others
622,Louisiana Tech,C-USA,Blake Baker,140000.0,1000.0,141000.0,0.0,1066503.0,Others
623,Nevada,Mt. West,Jim Hofher,140000.0,500.0,140500.0,5833.0,1249500.0,Others
624,Central Florida,AAC,Andrew Thacker,140000.0,,140000.0,11667.0,2754694.0,Others
625,Southern Mississippi,C-USA,Luke Meadows,140000.0,0.0,140000.0,11667.0,1055000.0,Others
626,Louisiana-Lafayette,Sun Belt,Reed Stringer,140000.0,0.0,140000.0,0.0,1040000.0,Others
627,Nevada,Mt. West,Lester Erb,140000.0,0.0,140000.0,5833.0,1249500.0,Others
628,Kent State,MAC,Don Treadwell,140000.0,0.0,140000.0,0.0,718436.0,Others
629,Miami (Ohio),MAC,George Barnett,138000.0,700.0,138700.0,0.0,863310.0,Others
630,Texas State,Sun Belt,Mike Schultz,132000.0,6500.0,138500.0,0.0,832300.0,Others
631,Texas-San Antonio,C-USA,Neal Neathery,136393.0,1808.0,138201.0,2000.0,808681.0,Others
632,Nevada,Mt. West,Ron Hudson,138000.0,0.0,138000.0,5750.0,1249500.0,Others
633,Texas-San Antonio,C-USA,Kevin Brown,136393.0,1550.0,137943.0,2000.0,808681.0,Others
634,Eastern Michigan,MAC,Kalen DeBoer,137700.0,0.0,137700.0,0.0,864676.0,Others
635,San Diego State,Mt. West,Michael Schmidt,135000.0,2000.0,137000.0,40150.0,1530932.0,Others
636,New Mexico,Mt. West,Barry Sacks,136885.0,0.0,136885.0,0.0,1363070.0,Others
637,Toledo,MAC,Jason Candle,135762.0,450.0,136212.0,1500.0,886297.0,Others
638,Nevada,Mt. West,Mike Bradeson,135500.0,0.0,135500.0,5625.0,1249500.0,Others
639,Army,Ind.,Tucker Waugh,135400.0,,135400.0,30000.0,2220450.0,Others
640,Air Force,Mt. West,Derek Lewis,135000.0,0.0,135000.0,40500.0,1518000.0,Others
641,Louisiana-Lafayette,Sun Belt,Mitch Rodrigue,135000.0,0.0,135000.0,0.0,1040000.0,Others
642,Nevada,Mt. West,Bill Teerlinck,135000.0,0.0,135000.0,5625.0,1249500.0,Others
643,New Mexico,Mt. West,Apollo Wright,133750.0,385.0,134135.0,0.0,1363070.0,Others
644,Utah State,Mt. West,Luke Wells,131708.0,2300.0,134008.0,10976.0,1162973.0,Others
645,Fresno State,Mt. West,Ron Antoine,133908.0,0.0,133908.0,0.0,1391242.0,Others
646,Miami (Ohio),MAC,Matt Pawlowski,133620.0,0.0,133620.0,0.0,863310.0,Others
647,Texas State,Sun Belt,John Thompson III,132000.0,,132000.0,0.0,832300.0,Others
648,Ohio,MAC,Tim Albin,130148.0,1166.0,131314.0,0.0,898290.0,Others
649,Ohio,MAC,Jimmy Burrow,130148.0,1165.0,131313.0,0.0,898290.0,Others
650,Georgia State,Sun Belt,Harold Etheridge,129800.0,1500.0,131300.0,0.0,950700.0,Others
651,South Alabama,Sun Belt,Brian Turner,123844.0,7250.0,131094.0,14730.0,1135459.0,Others
652,Kent State,MAC,Brian George,130050.0,450.0,130500.0,0.0,718436.0,Others
653,Central Michigan,MAC,Morris Watts,130400.0,0.0,130400.0,0.0,863380.0,Others
654,Florida International,C-USA,Ron Cooper,130000.0,0.0,130000.0,12500.0,1077200.0,Others
655,Idaho,Sun Belt,Michael Breske,130000.0,,130000.0,0.0,747637.0,Others
656,Central Florida,AAC,Keegan Kennedy,130000.0,,130000.0,10833.0,2754694.0,Others
657,Texas-El Paso,C-USA,Cornell Jackson,129950.0,0.0,129950.0,52983.0,1191241.0,Others
658,Florida Atlantic,C-USA,Roc Bellantoni,125000.0,4900.0,129900.0,0.0,846050.0,Others
659,New Mexico,Mt. West,Scott Baumgartner,128125.0,1635.0,129760.0,0.0,1363070.0,Others
660,Fresno State,Mt. West,Joe Wade,128750.0,0.0,128750.0,0.0,1391242.0,Others
661,Boise State,Mt. West,Lee Marks,125008.0,3500.0,128508.0,13250.0,2129132.0,Others
662,Miami (Ohio),MAC,Eric Koehler,127930.0,360.0,128290.0,0.0,863310.0,Others
663,Northern Illinois,MAC,Robert Cole,128004.0,0.0,128004.0,30334.0,885020.0,Others
664,Middle Tennessee,C-USA,Geep Wade,125000.0,3000.0,128000.0,15625.0,1166061.0,Others
665,Nevada-Las Vegas,Mt. West,Jamie Christian,126250.0,,126250.0,10521.0,1415799.0,Others
666,Ball State,MAC,Joey Lynch,124000.0,1650.0,125650.0,0.0,910300.0,Others
667,Colorado State,Mt. West,Bryan Applewhite,125000.0,,125000.0,26389.0,1961482.0,Others
668,Colorado State,Mt. West,Terry Fair,125000.0,,125000.0,26389.0,1961482.0,Others
669,Appalachian State,Sun Belt,Dwayne Ledford,125000.0,,125000.0,17000.0,936500.0,Others
670,UCLA,Pac-12,Taylor Mazzone,125000.0,0.0,125000.0,100000.0,3969000.0,Power Five
671,Wisconsin,Big Ten,Mickey Turner,125000.0,,125000.0,48750.0,2632200.0,Power Five
672,Georgia State,Sun Belt,Luke Huard,123600.0,1000.0,124600.0,0.0,950700.0,Others
673,East Carolina,AAC,Marc Yellock,123500.0,1000.0,124500.0,0.0,1704800.0,Others
674,North Texas,C-USA,Mike Grant,123000.0,800.0,123800.0,10250.0,1158150.0,Others
675,Appalachian State,Sun Belt,Dale Jones,123250.0,,123250.0,9000.0,936500.0,Others
676,Nevada-Las Vegas,Mt. West,Cedric Cormier,121200.0,1799.0,122999.0,10100.0,1415799.0,Others
677,Central Michigan,MAC,Greg Colby,122750.0,0.0,122750.0,0.0,863380.0,Others
678,Troy,Sun Belt,Kenny Edenfield,122604.0,0.0,122604.0,15326.0,1198233.0,Others
679,East Carolina,AAC,Duane Price,121500.0,1000.0,122500.0,0.0,1704800.0,Others
680,Akron,MAC,Todd Stroud,122400.0,0.0,122400.0,25956.0,934220.0,Others
681,Arkansas State,Sun Belt,Trooper Taylor,120000.0,2000.0,122000.0,10000.0,1183000.0,Others
682,Troy,Sun Belt,Shayne Wasden,121829.0,0.0,121829.0,15229.0,1198233.0,Others
683,Florida International,C-USA,Shannon Moore,121000.0,800.0,121800.0,12500.0,1077200.0,Others
684,Nevada-Las Vegas,Mt. West,Ron O'Dell,121200.0,,121200.0,10100.0,1415799.0,Others
685,Nevada-Las Vegas,Mt. West,J.D. Williams,121200.0,,121200.0,10100.0,1415799.0,Others
686,North Texas,C-USA,Mike Simmonds,120800.0,250.0,121050.0,10000.0,1158150.0,Others
687,Louisiana-Monroe,Sun Belt,Steve Farmer,121000.0,0.0,121000.0,3500.0,683050.0,Others
688,Louisiana Tech,C-USA,Robert McFarland,120000.0,0.0,120000.0,0.0,1066503.0,Others
689,Buffalo,MAC,Andy Kotelnicki,120000.0,,120000.0,0.0,928540.0,Others
690,Bowling Green,MAC,Brian Ward,120000.0,0.0,120000.0,7000.0,807112.0,Others
691,Buffalo,MAC,Brian Borland,120000.0,,120000.0,0.0,928540.0,Others
692,Central Florida,AAC,Travis Fisher,120000.0,,120000.0,10000.0,2754694.0,Others
693,Nevada,Mt. West,Ricky Thomas,120000.0,0.0,120000.0,5000.0,1249500.0,Others
694,Louisiana Tech,C-USA,Rick Petri,120000.0,0.0,120000.0,0.0,1066503.0,Others
695,Louisiana-Lafayette,Sun Belt,Jorge Munoz,120000.0,0.0,120000.0,0.0,1040000.0,Others
696,San Jose State,Mt. West,Al Borges,118772.0,0.0,118772.0,0.0,1073832.0,Others
697,Middle Tennessee,C-USA,Steve Ellis,115296.0,3000.0,118296.0,14412.0,1166061.0,Others
698,Middle Tennessee,C-USA,David Bibee,113961.0,3000.0,116961.0,14245.0,1166061.0,Others
699,Marshall,C-USA,Adam Fuller,115500.0,1456.0,116956.0,19250.0,1141476.0,Others
700,San Jose State,Mt. West,Donte Williams,115596.0,700.0,116296.0,0.0,1073832.0,Others
701,Houston,AAC,Drew Mehringer,116000.0,,116000.0,19720.0,2113000.0,Others
702,North Texas,C-USA,Tommy Perry,115000.0,800.0,115800.0,9583.0,1158150.0,Others
703,Old Dominion,C-USA,Kermit Buggs,112200.0,2970.0,115170.0,0.0,1062738.0,Others
704,Bowling Green,MAC,Kim McCloud,115000.0,0.0,115000.0,7000.0,807112.0,Others
705,Cincinnati,AAC,Ty Linder,115000.0,,115000.0,19167.0,1950000.0,Others
706,Massachusetts,MAC,Dave Sollazzo,113770.0,0.0,113770.0,15975.0,832930.0,Others
707,Texas-El Paso,C-USA,Brian Natkin,113268.0,0.0,113268.0,47756.0,1191241.0,Others
708,Ohio,MAC,Scott Isphording,112200.0,0.0,112200.0,0.0,898290.0,Others
709,Western Kentucky,C-USA,Mike Cassity,110004.0,2000.0,112004.0,0.0,1054792.0,Others
710,Fresno State,Mt. West,Marcus Woodson,111768.0,0.0,111768.0,0.0,1391242.0,Others
711,Georgia State,Sun Belt,P.J. Volker,109600.0,2000.0,111600.0,0.0,950700.0,Others
712,San Jose State,Mt. West,James Jones,110964.0,500.0,111464.0,3000.0,1073832.0,Others
713,Charlotte,C-USA,Jeff Mullen,111225.0,,111225.0,0.0,647025.0,Others
714,Louisiana Tech,C-USA,Jabbar Juluke,110000.0,1000.0,111000.0,0.0,1066503.0,Others
715,Louisiana Tech,C-USA,Ronnie Bradford,110000.0,1000.0,111000.0,0.0,1066503.0,Others
716,Army,Ind.,Bob Bodine,110350.0,,110350.0,30000.0,2220450.0,Others
717,Connecticut,AAC,David Corley,110055.0,,110055.0,16928.0,1943130.0,Others
718,Connecticut,AAC,Josh Reardon,110055.0,,110055.0,16928.0,1943130.0,Others
719,East Carolina,AAC,Garrett Riley,110000.0,0.0,110000.0,0.0,1704800.0,Others
720,South Florida,AAC,David Gilbertson,110000.0,0.0,110000.0,0.0,1739700.0,Others
721,Southern Mississippi,C-USA,Jon Williams,110000.0,0.0,110000.0,9167.0,1055000.0,Others
722,South Florida,AAC,Donte Pimpleton,110000.0,,110000.0,0.0,1739700.0,Others
723,Southern Mississippi,C-USA,John Wozniak,110000.0,0.0,110000.0,9167.0,1055000.0,Others
724,Akron,MAC,Darrell Funk,110000.0,0.0,110000.0,23889.0,934220.0,Others
725,Texas State,Sun Belt,Jeff Conway,107000.0,2100.0,109100.0,0.0,832300.0,Others
726,Texas-El Paso,C-USA,Todd Whitten,109040.0,0.0,109040.0,46013.0,1191241.0,Others
727,Appalachian State,Sun Belt,Scot Sloan,108250.0,,108250.0,17000.0,936500.0,Others
728,Western Kentucky,C-USA,Neil Callaway,106056.0,2000.0,108056.0,0.0,1054792.0,Others
729,Louisiana-Monroe,Sun Belt,Adam Waugh,108000.0,0.0,108000.0,3500.0,683050.0,Others
730,Florida International,C-USA,Jason Brooks,105000.0,800.0,105800.0,12500.0,1077200.0,Others
731,Ball State,MAC,Justin Lustig,104000.0,1650.0,105650.0,0.0,910300.0,Others
732,Ball State,MAC,John Strollo,104000.0,1150.0,105150.0,0.0,910300.0,Others
733,Old Dominion,C-USA,Michael Zyskowski,102000.0,2970.0,104970.0,0.0,1062738.0,Others
734,Florida International,C-USA,Kort Shankweiler,104000.0,800.0,104800.0,12500.0,1077200.0,Others
735,Georgia State,Sun Belt,Tim Lappano,103600.0,1200.0,104800.0,0.0,950700.0,Others
736,South Alabama,Sun Belt,Chase Smith,100733.0,4000.0,104733.0,11842.0,1135459.0,Others
737,South Alabama,Sun Belt,Mike Adams,99280.0,5200.0,104480.0,7773.0,1135459.0,Others
738,Western Kentucky,C-USA,Don Dunn,101016.0,3200.0,104216.0,0.0,1054792.0,Others
739,South Alabama,Sun Belt,Richard Owens,104000.0,,104000.0,16333.0,1135459.0,Others
740,South Alabama,Sun Belt,Tyler Siskey,104000.0,,104000.0,16334.0,1135459.0,Others
741,South Alabama,Sun Belt,Tim Bowens,99966.0,4000.0,103966.0,7831.0,1135459.0,Others
742,Wyoming,Mt. West,AJ Cooper,100008.0,3375.0,103383.0,8334.0,1224315.0,Others
743,Ohio,MAC,Ron Collins,103031.0,0.0,103031.0,0.0,898290.0,Others
744,Texas-El Paso,C-USA,Gabe Franklin,102813.0,0.0,102813.0,44271.0,1191241.0,Others
745,San Jose State,Mt. West,Adam Stenavich,102780.0,0.0,102780.0,0.0,1073832.0,Others
746,San Diego State,Mt. West,Zach Arnett,100008.0,2000.0,102008.0,30002.0,1530932.0,Others
747,Florida International,C-USA,Tem Lukabu,102000.0,0.0,102000.0,12500.0,1077200.0,Others
748,Arkansas State,Sun Belt,Luke Paschall,100000.0,2000.0,102000.0,8333.0,1183000.0,Others
749,Utah State,Mt. West,David Ungerer,100187.0,1800.0,101987.0,8349.0,1162973.0,Others
750,San Jose State,Mt. West,Dan Ferrigno,101968.0,0.0,101968.0,0.0,1073832.0,Others
751,Georgia Southern,Sun Belt,Johnny Jernigan,100000.0,1400.0,101400.0,14500.0,930450.0,Others
752,North Texas,C-USA,Perry Carter,100800.0,0.0,100800.0,8333.0,1158150.0,Others
753,Southern Mississippi,C-USA,Pete Golding,100000.0,0.0,100000.0,8333.0,1055000.0,Others
754,New Mexico State,Sun Belt,Andy Richman,100000.0,,100000.0,0.0,646883.0,Others
755,Louisiana-Lafayette,Sun Belt,Mike Lucas,100000.0,,100000.0,0.0,1040000.0,Others
756,Georgia Southern,Sun Belt,Alex Atkins,100000.0,0.0,100000.0,14500.0,930450.0,Others
757,Bowling Green,MAC,Tom Kaufman,100000.0,0.0,100000.0,7000.0,807112.0,Others
758,Western Michigan,MAC,Timothy McGarigle,100000.0,0.0,100000.0,5000.0,1037500.0,Others
759,Appalachian State,Sun Belt,Frank Ponce,100000.0,,100000.0,9000.0,936500.0,Others
760,Georgia Southern,Sun Belt,Kevin Peoples,100000.0,0.0,100000.0,14500.0,930450.0,Others
761,Florida International,C-USA,Greg Moss,99000.0,0.0,99000.0,12500.0,1077200.0,Others
762,Massachusetts,MAC,Mark Michaels,98000.0,0.0,98000.0,14667.0,832930.0,Others
763,Texas State,Sun Belt,Brad Bedell,97000.0,,97000.0,0.0,832300.0,Others
